order_id,client_id,enquiry_date,order_date,ship_mode,segment,product_id,category_id,product_name,sales,quantity,profit
US-2015-154197,C00000315,2021-02-21,2020-01-16,First Class,Consumer,FUR-CH-10000225,FC5,Global Geo Office Task Ch,194.352,3,-36.441
US-2015-155010,C00000758,2021-07-19,2020-01-16,Second Class,Consumer,OFF-ST-10000078,OS3,Tennsco 6 and 18Compartme,424.272,2,-10.6068
US-2015-156277,C00000364,2022-06-08,2020-01-16,Standard Class,Corporate,OFF-BI-10002852,OB7,Ibico Standard Transparen,13.184,4,-20.4352
US-2015-156349,C00000292,2020-09-06,2020-01-16,Standard Class,Consumer,OFF-AR-10001166,OA2,Staples in misc. colors,30.32,4,11.8248
US-2015-156975,C00000574,2023-07-14,2020-01-16,First Class,Consumer,OFF-PA-10000418,OP4,ero 189,104.85,1,50.328
US-2015-157015,C00000905,2020-07-08,2020-01-16,Standard Class,Consumer,FUR-FU-10001861,FF9,Floodlight Indoor Halogen,77.6,4,38.024
US-2015-159280,C00000880,2023-08-01,2020-01-16,Standard Class,Corporate,FUR-CH-10004997,FC5,Hon EveryDay Series Multi,657.93,5,-93.99
US-2015-150642,C00001001,2022-01-20,2020-01-17,Standard Class,Corporate,FUR-TA-10004152,FT6,Barricks 18inch  48inch N,241.92,4,-56.448
US-2015-151282,C00000629,2022-09-11,2020-01-17,Standard Class,Consumer,OFF-PA-10000659,OP4,Adams Phone Message Book ,20.94,3,9.8418
US-2015-152908,C00000224,2023-12-31,2020-01-17,Standard Class,Home Office,FUR-FU-10004017,FF9,Tene Contemporary Contur ,258.072,3,0
US-2015-155967,C00000966,2021-03-30,2020-01-17,Second Class,Consumer,FUR-FU-10004351,FF9,Staplebased wall hangings,77.92,8,34.2848
US-2015-156574,C00000232,2020-01-23,2020-01-17,Standard Class,Consumer,OFF-ST-10001128,OS3,Carina Mini System Audio ,443.92,5,-94.333
US-2015-160436,C00000041,2022-04-22,2020-01-17,Standard Class,Corporate,TEC-AC-10004975,TA13,Plantronics Audio 995 Wir,1099.5,10,362.835
US-2015-151579,C00001040,2021-06-10,2020-01-18,Standard Class,Consumer,FUR-FU-10002253,FF9,Howard Miller 13inch Diam,103.056,3,24.4758
US-2015-152089,C00000964,2022-06-16,2020-01-18,Standard Class,Corporate,OFF-EN-10003072,OE16,Peel and Seel Envelopes,19.4,5,9.312
US-2015-152418,C00000311,2022-10-11,2020-01-18,Standard Class,Consumer,OFF-BI-10001634,OB7,Wilson Jones Active Use B,8.736,4,-6.1152
US-2015-158797,C00000575,2022-01-13,2020-01-18,First Class,Consumer,OFF-ST-10002554,OS3,Tennsco Industrial Shelvi,156.512,4,-35.2152
US-2015-159138,C00000691,2020-12-25,2020-01-18,Second Class,Consumer,FUR-FU-10004904,FF9,Eldon inchLinch Workstati,303.92,5,-30.392
US-2015-159219,C00001046,2021-06-25,2020-01-18,Second Class,Consumer,OFF-PA-10000130,OP4,ero 199,3.424,1,1.07
US-2015-160504,C00000558,2023-06-08,2020-01-18,Standard Class,Home Office,OFF-ST-10001370,OS3,Sensible Storage WireTech,511.056,9,-95.823
US-2015-151429,C00000666,2020-10-20,2020-01-19,Standard Class,Consumer,TEC-PH-10002185,TP8,QVS USB Car Charger 2Port,16.68,3,5.2125
US-2015-152923,C00000518,2020-10-04,2020-01-19,Standard Class,Consumer,TEC-PH-10001924,TP8,iHome FM Clock Radio with,111.984,2,6.999
US-2015-159330,C00000583,2022-01-08,2020-01-19,First Class,Corporate,OFF-ST-10002205,OS3,File Shuttle I and HandiF,155.82,7,42.0714
US-2015-159460,C00000958,2023-02-26,2020-01-19,Second Class,Home Office,OFF-PA-10003790,OP4,ero 1991,18.272,1,5.9384
US-2015-159937,C00000292,2022-07-18,2020-01-19,Second Class,Consumer,FUR-TA-10002958,FT6,Bevis Oval Conference Tab,913.43,5,-169.637
US-2015-150944,C00000290,2020-05-03,2020-01-20,Standard Class,Consumer,OFF-BI-10002813,OB7,Avery Reinforcements for ,3.168,2,0.99
US-2015-151568,C00000680,2021-03-23,2020-01-20,First Class,Corporate,OFF-LA-10003148,OL14,Avery 51,18.9,3,8.694
US-2015-152621,C00000008,2023-11-10,2020-01-20,Standard Class,Corporate,OFF-PA-10003036,OP4,Black Print Carbonless 8 ,17.472,3,5.6784
US-2015-153420,C00000745,2020-02-11,2020-01-20,Standard Class,Home Office,OFF-AP-10000026,OA12,Tripp Lite Isotel 6 Outle,73.164,6,-186.5682
US-2015-154058,C00000036,2022-08-26,2020-01-20,First Class,Consumer,OFF-BI-10004781,OB7,GBC Wire Binding Strips,50.784,2,17.7744
US-2015-155701,C00000204,2021-10-31,2020-01-20,Standard Class,Consumer,TEC-PH-10001299,TP8,Polycom C300 Desktop Phon,539.964,6,-107.9928
US-2015-155927,C00000544,2022-09-27,2020-01-20,Standard Class,Corporate,OFF-ST-10001321,OS3,Decofle Hanging Personal ,46.26,3,12.4902
US-2015-157877,C00000922,2022-03-11,2020-01-20,Standard Class,Consumer,OFF-AR-10003251,OA2,Prang Drawing Pencil Set,5.56,2,2.224
US-2015-152772,C00000796,2023-11-18,2020-01-21,Standard Class,Consumer,FUR-CH-10000454,FC5,Hon Delue Fabric Upholste,975.92,5,121.99
US-2015-153575,C00000825,2021-06-25,2020-01-21,Standard Class,Corporate,TEC-PH-10001817,TP8,Wilson Electronics DB Pro,859.2,3,75.18
US-2015-155095,C00000924,2023-04-13,2020-01-21,Standard Class,Consumer,OFF-AP-10002906,OA12,Hoover Replacement Belt f,0.444,1,-1.11
US-2015-155159,C00000365,2023-06-05,2020-01-21,Standard Class,Corporate,OFF-LA-10000452,OL14,Avery 488,3.15,1,1.512
US-2015-156137,C00000787,2023-06-10,2020-01-21,Standard Class,Consumer,FUR-FU-10000550,FF9,Stacking Trays by OIC,19.92,4,6.5736
US-2015-156161,C00000392,2022-05-14,2020-01-21,Standard Class,Consumer,OFF-PA-10003349,OP4,ero 1957,15.552,3,5.6376
US-2015-151861,C00000381,2023-08-22,2020-01-22,Second Class,Home Office,OFF-AR-10000034,OA2,BIC Brite Liner Grip High,33.92,8,13.2288
US-2015-154035,C00000675,2020-02-03,2020-01-22,Standard Class,Home Office,TEC-PH-10002645,TP8,LG G2,1499.97,5,-374.9925
US-2015-154083,C00000911,2023-09-28,2020-01-22,Standard Class,Consumer,OFF-PA-10001892,OP4,Rediform Wirebound inchPh,24.448,4,8.8624
US-2015-154332,C00000189,2020-03-27,2020-01-22,Standard Class,Corporate,OFF-BI-10002764,OB7,Recycled Pressboard Repor,2.907,3,-2.0349
US-2015-155722,C00001029,2020-11-04,2020-01-22,Standard Class,Corporate,OFF-PA-10004041,OP4,Its Hot Message Books wit,23.68,4,7.4
US-2015-158627,C00000450,2020-10-05,2020-01-22,Standard Class,Home Office,OFF-AR-10002956,OA2,Boston 16801 Nautilus Bat,44.02,2,11.4452
US-2015-151746,C00000293,2022-09-19,2020-01-23,Standard Class,Home Office,OFF-LA-10002034,OL14,Avery 478,39.28,8,19.2472
US-2015-154952,C00000859,2023-08-14,2020-01-23,Standard Class,Consumer,OFF-AR-10002952,OA2,Stanley Contemporary Batt,106.8,10,10.68
US-2015-157035,C00000349,2020-06-28,2020-01-23,Standard Class,Consumer,TEC-PH-10003215,TP8,Jackery Bar Premium Fastc,179.7,6,88.053
US-2015-158467,C00000517,2021-12-17,2020-01-23,Standard Class,Consumer,OFF-BI-10003650,OB7,GBC DocuBind 300 Electric,1577.94,3,757.4112
US-2015-159438,C00000683,2021-05-14,2020-01-23,Standard Class,Consumer,OFF-PA-10001357,OP4,ero 1886,143.7,3,68.976
US-2015-160042,C00000851,2022-05-21,2020-01-23,Standard Class,Consumer,OFF-PA-10003465,OP4,ero 1912,37.94,2,18.2112
US-2015-160405,C00000362,2021-06-09,2020-01-23,Standard Class,Corporate,OFF-BI-10004492,OB7,TufVin Binders,37.896,4,-29.0536
US-2015-152735,C00000996,2023-07-10,2020-01-24,Standard Class,Home Office,OFF-BI-10002160,OB7,Acco Hanging Data Binders,15.24,5,5.334
US-2015-160038,C00000754,2023-10-01,2020-01-24,Second Class,Corporate,OFF-AP-10002191,OA12,Belkin 8 Outlet SurgeMast,143.952,3,14.3952
US-2015-151779,C00000155,2023-03-05,2020-01-25,Standard Class,Consumer,TEC-PH-10002923,TP8,Logitech B530 USB Headset,73.98,2,19.9746
US-2015-153500,C00000259,2021-12-07,2020-01-25,Second Class,Consumer,OFF-ST-10002485,OS3,Rogers Delue File Chest,87.92,4,0.8792
US-2015-157573,C00000616,2023-05-20,2020-01-25,Standard Class,Consumer,FUR-FU-10003878,FF9,Linden 10inch Round Wall ,48.896,4,8.5568
US-2015-157860,C00000338,2021-10-14,2020-01-25,Second Class,Corporate,OFF-AR-10002375,OA2,Newell 351,10.496,4,1.1808
US-2015-158581,C00000686,2022-12-24,2020-01-25,Standard Class,Consumer,FUR-FU-10000193,FF9,Tene Chairmats For Use wi,64.96,5,-84.448
US-2015-160073,C00000500,2022-12-16,2020-01-25,Standard Class,Corporate,OFF-BI-10004970,OB7,ACCOHIDE 3Ring Binder Blu,26.432,8,8.9208
US-2015-151830,C00000409,2020-05-19,2020-01-26,Standard Class,Corporate,OFF-PA-10001033,OP4,ero 1893,98.376,3,35.6613
US-2015-155242,C00000202,2020-09-06,2020-01-26,Standard Class,Consumer,OFF-BI-10000343,OB7,Pressboard Covers with St,3.928,1,1.3257
US-2015-157191,C00000162,2023-11-15,2020-01-26,Standard Class,Consumer,OFF-BI-10001543,OB7,GBC VeloBinder Manual Bin,28.792,1,10.0772
US-2015-158097,C00000974,2023-04-18,2020-01-26,Same Day,Home Office,OFF-PA-10000357,OP4,White Dual Perf Computer ,122.97,3,60.2553
US-2015-153563,C00000015,2022-11-29,2020-01-27,Standard Class,Corporate,OFF-AP-10001366,OA12,Staple holder,87.84,8,23.7168
US-2015-153716,C00000749,2021-08-24,2020-01-27,Standard Class,Consumer,FUR-CH-10001146,FC5,Global Task Chair Black,71.246,2,-19.3382
US-2015-156059,C00000624,2020-07-22,2020-01-27,Standard Class,Consumer,FUR-FU-10002364,FF9,Eldon Epressions Wood Des,14.76,2,4.2804
US-2015-156621,C00001000,2023-07-20,2020-01-27,Standard Class,Home Office,OFF-EN-10004846,OE16,Letter or Legal Size Epan,10.64,5,3.857
US-2015-158331,C00000746,2021-09-22,2020-01-27,Standard Class,Consumer,OFF-ST-10003123,OS3,Fellowes Bases and Tops F,199.74,6,47.9376
US-2015-152296,C00000916,2023-09-29,2020-01-28,Second Class,Home Office,OFF-SU-10000381,OS15,Acme Forged Steel Scissor,27.93,3,8.0997
US-2015-153268,C00000631,2021-01-11,2020-01-28,Standard Class,Home Office,OFF-AR-10001940,OA2,Sanford Colorific Eraseab,3.28,1,1.4104
US-2015-153944,C00000694,2023-04-03,2020-01-28,Standard Class,Consumer,OFF-AP-10000891,OA12,Kensington 7 Outlet Maste,262.24,2,78.672
US-2015-154785,C00000970,2021-09-23,2020-01-28,First Class,Consumer,TEC-AC-10003832,TA13,Imation 16GB Mini TravelD,66.26,2,27.1666
US-2015-157155,C00000554,2021-06-30,2020-01-28,Same Day,Corporate,OFF-ST-10000885,OS3,Fellowes Desktop Hanging ,67.15,5,16.7875
US-2015-157494,C00000019,2023-04-13,2020-01-28,First Class,Home Office,OFF-ST-10003641,OS3,Space Solutions Industria,315.2,4,6.304
US-2015-158698,C00000729,2020-04-13,2020-01-28,Standard Class,Consumer,OFF-ST-10003479,OS3,Eldon Base for stackable ,93.456,3,-17.523
US-2015-159807,C00000420,2021-11-11,2020-01-28,Second Class,Corporate,OFF-AR-10001374,OA2,BIC Brite Liner Highlight,32.4,5,10.368
US-2015-150721,C00000934,2022-11-27,2020-01-29,First Class,Consumer,TEC-AC-10002018,TA13,AmazonBasics 3Button USB ,16.776,3,4.8231
US-2015-151020,C00000272,2022-03-27,2020-01-29,First Class,Consumer,OFF-PA-10002986,OP4,ero 1898,46.76,7,22.4448
US-2015-156151,C00000909,2022-12-10,2020-01-29,First Class,Corporate,TEC-PH-10004897,TP8,Mediabridge Sport Armband,69.93,7,0.6993
US-2015-156985,C00000659,2022-10-25,2020-01-29,Second Class,Home Office,OFF-AR-10001468,OA2,Sanford Prismacolor Profe,59.904,2,14.2272
US-2015-158631,C00001015,2021-10-12,2020-01-29,Standard Class,Corporate,OFF-ST-10000777,OS3,Companion LetterLegal Fil,60.416,2,6.0416
US-2015-159927,C00000875,2022-10-13,2020-01-29,First Class,Corporate,FUR-FU-10004671,FF9,Eecutive Impressions 12in,42.408,3,9.5418
US-2015-150921,C00001010,2020-05-23,2020-01-30,Second Class,Consumer,OFF-AR-10002952,OA2,Stanley Contemporary Batt,26.7,2,7.476
US-2015-151955,C00000524,2020-08-14,2020-01-30,First Class,Consumer,TEC-PH-10001530,TP8,Plantronics Voyager Pro L,494.376,3,49.4376
US-2015-155222,C00000922,2022-04-16,2020-01-30,First Class,Consumer,FUR-CH-10002372,FC5,Office Star  Ergonomicall,113.372,2,-29.1528
US-2015-157481,C00000939,2023-01-13,2020-01-30,First Class,Consumer,OFF-PA-10001534,OP4,ero 230,12.96,2,6.2208
