date_received,issue_category,channel,company_response,timely_response,consumer_disputed,complaint_id,order_id
02/29/2020,No First Call Resolution,Mobile App,Closed with explanation,TRUE,FALSE,CR1386876,US-2015-153365
03/03/2020,Unavailable or Out of Stock Product,Mobile App,Closed with monetary relief,TRUE,FALSE,CR0855237,US-2015-152880
03/04/2020,Uninterested Service Rep,Email,Closed with explanation,TRUE,FALSE,CR2011177,US-2015-153865
03/07/2020,Long wait on hold,Phone Support,Closed with explanation,TRUE,TRUE,CR1762648,US-2015-157688
03/11/2020,Lack of Follow Up,Branch,Closed with explanation,TRUE,TRUE,CR1355330,US-2015-151275
03/14/2020,Lack of Follow Up,Branch,Closed with explanation,TRUE,TRUE,CR1500202,US-2015-156382
03/14/2020,Making Customers Repeat Their Problem,Phone Support,Closed with explanation,TRUE,FALSE,CR1182076,US-2015-151717
03/17/2020,No First Call Resolution,Branch,Closed with explanation,TRUE,FALSE,CR1721069,US-2015-155564
03/18/2020,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,TRUE,FALSE,CR1773179,US-2015-152324
03/18/2020,Making Customers Repeat Their Problem,Branch,Closed with explanation,TRUE,FALSE,CR0688050,US-2015-157350
03/21/2020,Unavailable or Out of Stock Product,Email,Closed with explanation,TRUE,FALSE,CR1930395,US-2015-156116
03/21/2020,No First Call Resolution,Email,Closed with explanation,TRUE,FALSE,CR1434177,US-2015-154281
03/24/2020,Uninterested Service Rep,Mobile App,Closed with monetary relief,TRUE,FALSE,CR2239563,US-2015-160041
03/28/2020,Poor Product or Service,Email,Closed with explanation,TRUE,TRUE,CR1507211,US-2015-152808
03/29/2020,Lack of Follow Up,Branch,Closed with explanation,TRUE,FALSE,CR2387263,US-2015-158526
03/29/2020,No First Call Resolution,Branch,Closed with explanation,TRUE,FALSE,CR1412354,US-2015-156770
04/03/2020,New Product or Feature Request,Phone Support,Closed with explanation,TRUE,TRUE,CR0574864,US-2015-156770
04/04/2020,No First Call Resolution,Mobile App,Closed with non-monetary relief,TRUE,FALSE,CR0785224,US-2015-156850
04/09/2020,Making Customers Repeat Their Problem,Email,Closed with explanation,TRUE,FALSE,CR2047406,US-2015-154120
04/10/2020,Long wait on hold,Phone Support,Closed with explanation,TRUE,FALSE,CR1580992,US-2015-154526
04/11/2020,Long wait on hold,Mobile App,Closed with explanation,TRUE,TRUE,CR1165956,US-2015-151873
04/13/2020,Long wait on hold,Phone Support,Closed with explanation,TRUE,FALSE,CR0508374,US-2015-159368
04/15/2020,Making Customers Repeat Their Problem,Email,Closed with explanation,TRUE,FALSE,CR1538323,US-2015-159796
04/25/2020,Unavailable or Out of Stock Product,Branch,Closed with explanation,TRUE,FALSE,CR0927871,US-2015-157622
04/27/2020,Lack of Follow Up,Branch,Closed with explanation,TRUE,FALSE,CR1340503,US-2015-150764
04/29/2020,Long wait on hold,Mobile App,Closed with explanation,TRUE,FALSE,CR1839721,US-2015-155521
05/03/2020,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,TRUE,FALSE,CR1823750,US-2015-151869
05/12/2020,New Product or Feature Request,Phone Support,Closed with non-monetary relief,TRUE,TRUE,CR1792706,US-2015-151249
05/13/2020,New Product or Feature Request,Email,Closed with explanation,TRUE,FALSE,CR1809005,US-2015-150946
05/15/2020,Making Customers Repeat Their Problem,Email,Closed with explanation,TRUE,FALSE,CR1435238,US-2015-154099
05/18/2020,Long wait on hold,Email,Closed with explanation,TRUE,TRUE,CR1415743,US-2015-151179
05/20/2020,Making Customers Repeat Their Problem,Mobile App,Closed with explanation,TRUE,FALSE,CR1916042,US-2015-156342
05/21/2020,Making Customers Repeat Their Problem,Phone Support,Closed with explanation,TRUE,TRUE,CR1101885,US-2015-155405
05/21/2020,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,TRUE,FALSE,CR1834278,US-2015-159587
05/24/2020,Uninterested Service Rep,Branch,Closed with monetary relief,TRUE,FALSE,CR1919975,US-2015-157009
05/28/2020,No First Call Resolution,Email,Closed with non-monetary relief,TRUE,FALSE,CR1824920,US-2015-154786
05/28/2020,New Product or Feature Request,Email,Closed with explanation,TRUE,TRUE,CR0283220,US-2015-155164
05/29/2020,Making Customers Repeat Their Problem,Branch,Closed with explanation,TRUE,FALSE,CR2398513,US-2015-155712
06/01/2020,No First Call Resolution,Branch,Closed with explanation,TRUE,TRUE,CR0373513,US-2015-158470
06/01/2020,Long wait on hold,Mobile App,Closed with explanation,TRUE,TRUE,CR1037284,US-2015-151323
06/03/2020,No First Call Resolution,Branch,Closed with non-monetary relief,TRUE,FALSE,CR1725353,US-2015-154976
06/03/2020,Unavailable or Out of Stock Product,Branch,Closed with explanation,TRUE,FALSE,CR1860467,US-2015-159520
06/03/2020,Lack of Follow Up,Mobile App,Closed with explanation,TRUE,FALSE,CR1816814,US-2015-159520
06/03/2020,Making Customers Repeat Their Problem,Phone Support,Closed with explanation,TRUE,FALSE,CR2017443,US-2015-152290
06/04/2020,Poor Product or Service,Email,Closed with explanation,TRUE,FALSE,CR0789608,US-2015-154339
06/05/2020,New Product or Feature Request,Branch,Closed with non-monetary relief,TRUE,FALSE,CR2184797,US-2015-160143
06/11/2020,New Product or Feature Request,Email,Closed with monetary relief,TRUE,FALSE,CR1497460,US-2015-160085
06/19/2020,Making Customers Repeat Their Problem,Phone Support,Closed with monetary relief,TRUE,FALSE,CR1881766,US-2015-158320
06/20/2020,Uninterested Service Rep,Branch,Closed with explanation,TRUE,TRUE,CR2151317,US-2015-160506
06/23/2020,Uninterested Service Rep,Phone Support,Closed with monetary relief,TRUE,TRUE,CR1415128,US-2015-151599
06/25/2020,Lack of Follow Up,Email,Closed with explanation,TRUE,FALSE,CR1630423,US-2015-151802
06/26/2020,Lack of Follow Up,Email,Closed with explanation,TRUE,TRUE,CR0418611,US-2015-151839
06/29/2020,Long wait on hold,Email,Closed with monetary relief,TRUE,FALSE,CR1633056,US-2015-154173
06/30/2020,Unavailable or Out of Stock Product,Email,Closed with non-monetary relief,TRUE,FALSE,CR1573466,US-2015-152378
07/01/2020,No First Call Resolution,Phone Support,Closed with monetary relief,TRUE,FALSE,CR2212620,US-2015-157707
07/03/2020,New Product or Feature Request,Phone Support,Closed with explanation,TRUE,TRUE,CR1584140,US-2015-151171
07/04/2020,No First Call Resolution,Phone Support,Closed with explanation,TRUE,FALSE,CR1418766,US-2015-158899
07/05/2020,No First Call Resolution,Email,Closed with explanation,TRUE,FALSE,CR0922485,US-2015-155478
07/09/2020,No First Call Resolution,Phone Support,Closed with explanation,TRUE,FALSE,CR1484289,US-2015-153743
07/09/2020,No First Call Resolution,Branch,Closed with explanation,TRUE,FALSE,CR2080151,US-2015-159955
07/09/2020,Lack of Follow Up,Email,Closed with explanation,TRUE,FALSE,CR2331412,US-2015-153430
07/10/2020,Poor Product or Service,Mobile App,Closed with explanation,TRUE,TRUE,CR1470490,US-2015-157809
07/12/2020,Poor Product or Service,Email,Closed with explanation,TRUE,FALSE,CR2089964,US-2015-156645
07/13/2020,Making Customers Repeat Their Problem,Email,Closed with explanation,TRUE,FALSE,CR1874363,US-2015-152379
07/19/2020,Poor Product or Service,Phone Support,Closed with monetary relief,TRUE,FALSE,CR2283829,US-2015-155130
07/26/2020,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,TRUE,FALSE,CR1755925,US-2015-157423
07/28/2020,Uninterested Service Rep,Branch,Closed with non-monetary relief,TRUE,TRUE,CR1645965,US-2015-151412
08/01/2020,Poor Product or Service,Phone Support,Closed with explanation,TRUE,TRUE,CR0420867,US-2015-157179
08/03/2020,Lack of Follow Up,Phone Support,Closed with explanation,TRUE,TRUE,CR0404310,US-2015-157310
08/05/2020,Poor Product or Service,Branch,Closed with explanation,TRUE,FALSE,CR0132727,US-2015-151089
08/05/2020,Uninterested Service Rep,Branch,Closed with explanation,TRUE,FALSE,CR1316790,US-2015-153735
08/07/2020,Unavailable or Out of Stock Product,Email,Closed with explanation,TRUE,FALSE,CR2344749,US-2015-157776
08/08/2020,New Product or Feature Request,Phone Support,Closed with explanation,TRUE,FALSE,CR2249569,US-2015-158425
08/11/2020,Making Customers Repeat Their Problem,Phone Support,Closed with monetary relief,TRUE,FALSE,CR0479451,US-2015-159950
08/11/2020,Poor Product or Service,Email,Closed with monetary relief,TRUE,TRUE,CR1325033,US-2015-151443
08/11/2020,Making Customers Repeat Their Problem,Email,Closed with explanation,TRUE,FALSE,CR2131993,US-2015-158150
08/17/2020,Unavailable or Out of Stock Product,Branch,Closed with explanation,TRUE,FALSE,CR0689939,US-2015-151911
08/17/2020,No First Call Resolution,Mobile App,Closed with explanation,TRUE,FALSE,CR2310424,US-2015-155029
08/21/2020,New Product or Feature Request,Email,Closed with monetary relief,TRUE,FALSE,CR1629513,US-2015-157396
08/22/2020,Making Customers Repeat Their Problem,Phone Support,Closed with non-monetary relief,TRUE,FALSE,CR1912930,US-2015-152397
08/27/2020,Uninterested Service Rep,Branch,Closed with monetary relief,TRUE,FALSE,CR0229354,US-2015-160471
08/29/2020,Long wait on hold,Mobile App,Closed with explanation,TRUE,TRUE,CR0229326,US-2015-158063
08/30/2020,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,TRUE,FALSE,CR1468137,US-2015-154792
08/31/2020,Making Customers Repeat Their Problem,Phone Support,Closed with monetary relief,TRUE,FALSE,CR2222223,US-2015-151724
09/03/2020,No First Call Resolution,Branch,Closed with monetary relief,TRUE,FALSE,CR1344050,US-2015-157383
09/04/2020,No First Call Resolution,Branch,Closed with explanation,TRUE,FALSE,CR2182212,US-2015-158965
09/09/2020,No First Call Resolution,Mobile App,Closed with explanation,TRUE,FALSE,CR1350626,US-2015-152542
09/09/2020,Uninterested Service Rep,Email,Closed with explanation,TRUE,FALSE,CR1554953,US-2015-154000
09/09/2020,No First Call Resolution,Phone Support,Closed with explanation,TRUE,TRUE,CR0362356,US-2015-159531
09/14/2020,Making Customers Repeat Their Problem,Mobile App,Closed with explanation,TRUE,TRUE,CR1301819,US-2015-153126
09/16/2020,No First Call Resolution,Branch,Closed with explanation,TRUE,FALSE,CR1313382,US-2015-157857
09/18/2020,Poor Product or Service,Branch,Closed without relief,TRUE,FALSE,CR0043811,US-2015-158887
09/18/2020,Lack of Follow Up,Branch,Closed with explanation,TRUE,FALSE,CR2042159,US-2015-158939
09/22/2020,Making Customers Repeat Their Problem,Phone Support,Closed with monetary relief,TRUE,FALSE,CR0988096,US-2015-157050
09/22/2020,Lack of Follow Up,Phone Support,Closed with explanation,TRUE,TRUE,CR2128698,US-2015-154408
09/24/2020,Making Customers Repeat Their Problem,Branch,Closed with explanation,TRUE,TRUE,CR1531152,US-2015-159926
09/26/2020,Lack of Follow Up,Mobile App,Closed with explanation,TRUE,FALSE,CR1968804,US-2015-158773
09/27/2020,Unavailable or Out of Stock Product,Email,Closed with explanation,TRUE,FALSE,CR1835930,US-2015-157419
09/30/2020,Lack of Follow Up,Mobile App,Closed with monetary relief,TRUE,FALSE,CR0255281,US-2015-156060
10/01/2020,Uninterested Service Rep,Email,Closed with monetary relief,TRUE,FALSE,CR2331971,US-2015-154277
10/01/2020,Lack of Follow Up,Branch,Closed with explanation,TRUE,FALSE,CR1899878,US-2015-157691
10/03/2020,Lack of Follow Up,Branch,Closed with explanation,TRUE,FALSE,CR2107839,US-2015-153484
10/05/2020,Lack of Follow Up,Mobile App,Closed with explanation,TRUE,TRUE,CR2293843,US-2015-156214
10/08/2020,No First Call Resolution,Mobile App,Closed with explanation,TRUE,FALSE,CR0130587,US-2015-157740
10/11/2020,Long wait on hold,Phone Support,Closed with explanation,TRUE,TRUE,CR1756563,US-2015-154809
10/12/2020,Poor Product or Service,Email,Closed with explanation,TRUE,FALSE,CR2323490,US-2015-150672
10/14/2020,No First Call Resolution,Phone Support,Closed with monetary relief,TRUE,FALSE,CR1882476,US-2015-151369
10/20/2020,New Product or Feature Request,Branch,Closed with relief,TRUE,FALSE,CR0034610,US-2015-156476
10/23/2020,Uninterested Service Rep,Email,Closed with explanation,TRUE,FALSE,CR1148113,US-2015-153956
10/25/2020,New Product or Feature Request,Email,Closed with explanation,TRUE,FALSE,CR2150336,US-2015-156674
11/01/2020,Making Customers Repeat Their Problem,Mobile App,Closed with non-monetary relief,TRUE,FALSE,CR1797317,US-2015-153229
11/04/2020,Long wait on hold,Branch,Closed with monetary relief,TRUE,FALSE,CR0138644,US-2015-153426
11/06/2020,Poor Product or Service,Email,Closed with explanation,TRUE,FALSE,CR2384632,US-2015-153778
11/07/2020,Lack of Follow Up,Branch,Closed with explanation,TRUE,TRUE,CR2172002,US-2015-154072
11/15/2020,No First Call Resolution,Branch,Closed with explanation,TRUE,FALSE,CR2083973,US-2015-158563
11/16/2020,Lack of Follow Up,Email,Closed with explanation,TRUE,FALSE,CR2106553,US-2015-150746
11/22/2020,Uninterested Service Rep,Phone Support,Closed with explanation,TRUE,FALSE,CR2009490,US-2015-151220
11/24/2020,Lack of Follow Up,Email,Closed with explanation,TRUE,FALSE,CR2348744,US-2015-152632
11/24/2020,New Product or Feature Request,Branch,Closed with explanation,TRUE,FALSE,CR0517670,US-2015-159564
11/25/2020,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,TRUE,TRUE,CR0997116,US-2015-155107
11/27/2020,Uninterested Service Rep,Branch,Closed with explanation,TRUE,FALSE,CR1986094,US-2015-152133
11/28/2020,Lack of Follow Up,Email,Closed with monetary relief,TRUE,TRUE,CR0138235,US-2015-157989
11/29/2020,Uninterested Service Rep,Mobile App,Closed with non-monetary relief,TRUE,FALSE,CR1777183,US-2015-156598
11/29/2020,New Product or Feature Request,Phone Support,Closed with monetary relief,TRUE,FALSE,CR0454551,US-2015-152139
12/11/2020,Long wait on hold,Email,Closed with non-monetary relief,TRUE,FALSE,CR2114448,US-2015-153273
12/11/2020,Lack of Follow Up,Mobile App,Closed with explanation,TRUE,FALSE,CR1942158,US-2015-160494
12/11/2020,Lack of Follow Up,Branch,Closed with explanation,TRUE,FALSE,CR2157111,US-2015-156177
12/14/2020,New Product or Feature Request,Phone Support,Closed with monetary relief,TRUE,FALSE,CR2032442,US-2015-159599
12/14/2020,New Product or Feature Request,Email,Closed with explanation,TRUE,FALSE,CR1941376,US-2015-159599
12/18/2020,Making Customers Repeat Their Problem,Branch,Closed with explanation,FALSE,FALSE,CR0161683,US-2015-160101
12/20/2020,Lack of Follow Up,Phone Support,Closed with explanation,TRUE,FALSE,CR1384883,US-2015-155385
12/29/2020,No First Call Resolution,Phone Support,Closed with explanation,TRUE,FALSE,CR1869568,US-2015-157613
01/04/2021,Unavailable or Out of Stock Product,Phone Support,Closed with explanation,TRUE,FALSE,CR2199697,US-2015-157312
01/06/2021,Poor Product or Service,Mobile App,Closed with monetary relief,TRUE,FALSE,CR1734737,US-2015-152877
01/11/2021,Poor Product or Service,Branch,Closed with non-monetary relief,TRUE,FALSE,CR1877516,US-2015-155636
01/17/2021,Making Customers Repeat Their Problem,Email,Closed with explanation,TRUE,FALSE,CR2123996,US-2015-155302
01/20/2021,No First Call Resolution,Phone Support,Closed with explanation,TRUE,FALSE,CR1351216,US-2015-153313
01/20/2021,Lack of Follow Up,Mobile App,Closed with explanation,TRUE,FALSE,CR1627236,US-2015-153681
01/23/2021,Lack of Follow Up,Mobile App,Closed with explanation,TRUE,FALSE,CR1524415,US-2015-156315
01/25/2021,Unavailable or Out of Stock Product,Branch,Closed with explanation,TRUE,FALSE,CR0426655,US-2015-152029
01/25/2021,Making Customers Repeat Their Problem,Phone Support,Closed with explanation,TRUE,FALSE,CR1660760,US-2015-152029
01/26/2021,Poor Product or Service,Branch,Closed,TRUE,FALSE,CR2397904,US-2015-155263
01/27/2021,Unavailable or Out of Stock Product,Email,Closed with non-monetary relief,TRUE,FALSE,CR2226204,US-2015-152053
02/02/2021,Lack of Follow Up,Mobile App,Closed with non-monetary relief,TRUE,FALSE,CR1455862,US-2015-152950
02/02/2021,Unavailable or Out of Stock Product,Email,Closed with explanation,TRUE,FALSE,CR2106806,US-2015-157429
02/07/2021,Making Customers Repeat Their Problem,Email,Closed with explanation,TRUE,FALSE,CR0793529,US-2015-153878
02/08/2021,Long wait on hold,Phone Support,Closed with non-monetary relief,TRUE,FALSE,CR2184843,US-2015-159418
02/12/2021,No First Call Resolution,Branch,Closed with explanation,TRUE,FALSE,CR2165760,US-2015-159336
02/13/2021,Poor Product or Service,Branch,Closed with explanation,TRUE,FALSE,CR2089516,US-2015-159001
02/14/2021,Unavailable or Out of Stock Product,Email,Closed with explanation,TRUE,FALSE,CR2378467,US-2015-159462
02/16/2021,No First Call Resolution,Phone Support,Closed with explanation,TRUE,FALSE,CR1387408,US-2015-158306
02/17/2021,New Product or Feature Request,Branch,Closed with explanation,TRUE,TRUE,CR1159924,US-2015-155946
02/18/2021,No First Call Resolution,Phone Support,Closed with explanation,TRUE,FALSE,CR2187824,US-2015-153035
02/19/2021,New Product or Feature Request,Phone Support,Closed with explanation,TRUE,FALSE,CR2350802,US-2015-151862
02/22/2021,Unavailable or Out of Stock Product,Email,Closed with explanation,TRUE,FALSE,CR2008113,US-2015-156500
02/22/2021,Uninterested Service Rep,Phone Support,Closed with explanation,TRUE,FALSE,CR2241469,US-2015-157594
02/24/2021,Poor Product or Service,Branch,Closed with monetary relief,TRUE,FALSE,CR2065657,US-2015-151129
02/24/2021,Lack of Follow Up,Email,Closed with explanation,TRUE,FALSE,CR2421250,US-2015-155259
02/25/2021,Uninterested Service Rep,Branch,Closed with explanation,TRUE,FALSE,CR1725940,US-2015-152426
02/26/2021,Uninterested Service Rep,Phone Support,Closed with explanation,TRUE,FALSE,CR2378054,US-2015-157881
02/27/2021,Lack of Follow Up,Branch,Closed with explanation,TRUE,FALSE,CR0480773,US-2015-158324
03/01/2021,Long wait on hold,Branch,Closed with explanation,TRUE,TRUE,CR0725940,US-2015-158696
03/05/2021,No First Call Resolution,Branch,Closed with monetary relief,TRUE,FALSE,CR2259376,US-2015-154645
03/14/2021,Making Customers Repeat Their Problem,Branch,Closed with explanation,TRUE,TRUE,CR2281296,US-2015-150698
03/17/2021,Poor Product or Service,Mobile App,Closed with explanation,TRUE,FALSE,CR1759470,US-2015-156416
03/18/2021,Uninterested Service Rep,Email,Closed with non-monetary relief,TRUE,FALSE,CR0206371,US-2015-159759
03/18/2021,Making Customers Repeat Their Problem,Branch,Closed with explanation,TRUE,FALSE,CR2291907,US-2015-155348
03/19/2021,No First Call Resolution,Email,Closed with explanation,TRUE,TRUE,CR1693351,US-2015-153905
03/21/2021,Poor Product or Service,Phone Support,Closed with explanation,TRUE,TRUE,CR0347128,US-2015-153509
03/22/2021,Making Customers Repeat Their Problem,Mobile App,Closed with explanation,TRUE,FALSE,CR1863969,US-2015-155339
03/23/2021,Lack of Follow Up,Branch,Closed with monetary relief,TRUE,FALSE,CR2221342,US-2015-153282
03/29/2021,New Product or Feature Request,Branch,Closed with explanation,TRUE,FALSE,CR1527767,US-2015-153457
03/30/2021,Uninterested Service Rep,Mobile App,Closed with explanation,TRUE,FALSE,CR1804301,US-2015-159975
04/01/2021,Lack of Follow Up,Mobile App,Closed with explanation,TRUE,FALSE,CR0707883,US-2015-154337
04/07/2021,Poor Product or Service,Mobile App,Closed with explanation,TRUE,FALSE,CR2261646,US-2015-158251
04/08/2021,Uninterested Service Rep,Email,Closed with monetary relief,TRUE,FALSE,CR2179090,US-2015-158251
04/08/2021,No First Call Resolution,Email,Closed with explanation,TRUE,FALSE,CR0547876,US-2015-159079
04/14/2021,Long wait on hold,Branch,Closed with explanation,TRUE,FALSE,CR2311024,US-2015-159035
04/18/2021,Making Customers Repeat Their Problem,Mobile App,Closed with explanation,TRUE,FALSE,CR1660335,US-2015-154634
04/24/2021,No First Call Resolution,Mobile App,Closed with explanation,TRUE,FALSE,CR1630364,US-2015-158925
04/26/2021,Making Customers Repeat Their Problem,Phone Support,Closed with monetary relief,TRUE,FALSE,CR2214250,US-2015-157885
04/27/2021,Unavailable or Out of Stock Product,Branch,Closed with explanation,TRUE,FALSE,CR1167964,US-2015-155633
04/27/2021,Poor Product or Service,Email,Closed with explanation,TRUE,FALSE,CR1768779,US-2015-153747
04/28/2021,Poor Product or Service,Mobile App,Closed with non-monetary relief,TRUE,FALSE,CR1496383,US-2015-157000
04/28/2021,New Product or Feature Request,Branch,Closed with monetary relief,TRUE,FALSE,CR2119879,US-2015-159072
04/28/2021,New Product or Feature Request,Email,Closed with monetary relief,TRUE,FALSE,CR1959194,US-2015-153747
05/01/2021,No First Call Resolution,Phone Support,Closed with explanation,TRUE,FALSE,CR1052075,US-2015-151737
05/02/2021,Making Customers Repeat Their Problem,Phone Support,Closed with explanation,TRUE,FALSE,CR1919514,US-2015-155821
05/03/2021,Uninterested Service Rep,Mobile App,Closed with monetary relief,TRUE,FALSE,CR0428430,US-2015-155185
05/10/2021,Making Customers Repeat Their Problem,Branch,Closed with explanation,TRUE,FALSE,CR1737466,US-2015-160005
05/13/2021,No First Call Resolution,Mobile App,Closed with explanation,TRUE,FALSE,CR0230239,US-2015-155867
05/14/2021,Poor Product or Service,Email,Closed with monetary relief,TRUE,FALSE,CR2019528,US-2015-153940
05/16/2021,Poor Product or Service,Email,Closed with explanation,TRUE,TRUE,CR1910899,US-2015-154850
05/18/2021,Long wait on hold,Email,Closed with explanation,TRUE,FALSE,CR1988571,US-2015-156041
05/20/2021,Making Customers Repeat Their Problem,Phone Support,Closed with monetary relief,TRUE,FALSE,CR0223678,US-2015-158165
05/20/2021,Making Customers Repeat Their Problem,Mobile App,Closed with monetary relief,TRUE,FALSE,CR2104114,US-2015-152660
05/23/2021,Making Customers Repeat Their Problem,Phone Support,Closed with explanation,TRUE,FALSE,CR2124296,US-2015-158674
05/25/2021,Long wait on hold,Branch,Closed with explanation,TRUE,TRUE,CR2209979,US-2015-157808
05/28/2021,Lack of Follow Up,Branch,Closed with explanation,TRUE,FALSE,CR1949659,US-2015-150922
05/30/2021,Making Customers Repeat Their Problem,Mobile App,Closed with explanation,TRUE,FALSE,CR0499118,US-2015-151897
06/01/2021,No First Call Resolution,Phone Support,Closed with explanation,TRUE,FALSE,CR1773807,US-2015-155128
06/06/2021,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,TRUE,FALSE,CR1328481,US-2015-151744
06/08/2021,No First Call Resolution,Mobile App,Closed with monetary relief,TRUE,FALSE,CR0411108,US-2015-159881
06/08/2021,Unavailable or Out of Stock Product,Mobile App,Closed with explanation,FALSE,FALSE,CR0220184,US-2015-151744
06/11/2021,No First Call Resolution,Mobile App,Closed with explanation,TRUE,FALSE,CR1680495,US-2015-158546
06/12/2021,Long wait on hold,Mobile App,Closed with non-monetary relief,TRUE,FALSE,CR2235451,US-2015-158953
06/12/2021,New Product or Feature Request,Branch,Closed with explanation,TRUE,FALSE,CR2319065,US-2015-153172
06/16/2021,Making Customers Repeat Their Problem,Email,Closed with explanation,TRUE,TRUE,CR0189436,US-2015-159864
06/18/2021,New Product or Feature Request,Mobile App,Closed with explanation,TRUE,TRUE,CR2267015,US-2015-158127
06/21/2021,New Product or Feature Request,Email,Closed with explanation,TRUE,FALSE,CR1448631,US-2015-155644
06/27/2021,Uninterested Service Rep,Mobile App,Closed with explanation,TRUE,FALSE,CR1352279,US-2015-152281
06/30/2021,Long wait on hold,Email,Closed with non-monetary relief,TRUE,FALSE,CR2047529,US-2015-159470
07/01/2021,Long wait on hold,Branch,Closed with monetary relief,TRUE,FALSE,CR0222601,US-2015-158228
07/07/2021,Long wait on hold,Mobile App,Closed with explanation,TRUE,FALSE,CR1418533,US-2015-158576
07/09/2021,Poor Product or Service,Mobile App,Closed with non-monetary relief,TRUE,FALSE,CR1658837,US-2015-150950
07/10/2021,No First Call Resolution,Mobile App,Closed with explanation,TRUE,TRUE,CR0194736,US-2015-155291
07/10/2021,New Product or Feature Request,Phone Support,Closed with explanation,TRUE,TRUE,CR1048746,US-2015-153489
07/11/2021,Unavailable or Out of Stock Product,Mobile App,Closed with monetary relief,TRUE,FALSE,CR2388201,US-2015-154954
