JobID,Frac_Outcome,ProppantType,ProppantVolume_ton,FluidType,PadVolume_m3,ReservoirDepth_m,Porosity_frac,Permeability_mD,LateralLength_m,PumpingRate_bpm,InjectionPressure_psi,StageCount,SlurryRate_bpm,WellAge_years,PreviousStimulations,FormationType,Frac_Success_Prob
JOB-0008930,0,Brown Sand,401.3,Hybrid,772.9,3129.3,0.0592,0.142,2040.9,54.0,4623,32,59.5,4.82,0,Sandstone,0.284
JOB-0010540,1,White Sand,669.0,Slickwater,1248.8,3591.5,0.0701,1.771,3463.9,40.8,4848,56,42.1,2.63,0,Carbonate,0.6899
JOB-0003542,1,White Sand,348.9,Hybrid,1106.2,3515.7,0.1586,0.197,2035.9,54.1,4728,34,44.8,0.0,1,Shale,0.6502
JOB-0002050,0,Resin-Coated Sand,456.7,Crosslinked Gel,1666.8,3039.6,0.0926,4.161,2657.4,44.7,4659,45,36.8,3.86,0,Sandstone,0.7849
JOB-0013811,0,Resin-Coated Sand,362.4,Slickwater,950.5,3082.7,0.0527,7.258,1943.5,57.5,4726,35,55.7,4.68,3,Shale,0.3654
JOB-0020944,1,Resin-Coated Sand,633.8,Slickwater,1194.0,2319.6,0.1962,0.514,2593.8,41.3,3905,44,47.1,2.05,0,Sandstone,0.9568
JOB-0006170,1,White Sand,358.6,Slickwater,1196.2,2695.8,0.1327,3.561,2568.3,44.3,3734,39,35.7,0.92,0,Sandstone,0.8278
JOB-0003648,1,Brown Sand,349.1,Slickwater,624.4,2696.8,0.1332,2.107,2120.0,59.2,4842,41,47.7,3.81,0,Carbonate,0.6847
JOB-0017695,1,Ceramic,329.1,Hybrid,393.3,2163.3,0.1624,0.788,1436.6,52.0,3519,21,49.6,5.1,0,Carbonate,0.6079
JOB-0001108,0,Ceramic,303.9,Slickwater,885.3,2872.7,0.1791,1.146,1328.5,36.1,4885,27,38.2,3.13,1,Sandstone,0.4917
JOB-0014171,1,White Sand,331.0,Slickwater,931.5,1794.1,0.1716,,1838.9,47.7,3655,30,53.9,1.2,1,Sandstone,0.8318
JOB-0004035,1,Brown Sand,381.1,Hybrid,679.3,2527.7,0.1264,11.964,1803.8,63.7,3931,33,61.5,6.25,0,Sandstone,0.8902
JOB-0023379,1,White Sand,668.2,Slickwater,1601.6,2244.4,0.1729,6.671,3638.9,53.0,3326,57,46.7,3.8,0,Sandstone,0.9923
JOB-0016102,0,Brown Sand,384.8,Hybrid,522.4,2319.4,0.1378,0.647,1638.8,45.2,3237,29,42.0,5.64,0,Carbonate,0.3908
JOB-0018660,1,Brown Sand,360.8,Slickwater,902.3,3327.0,0.0815,31.177,2339.8,32.7,5554,35,33.3,3.35,1,Carbonate,0.6676
JOB-0019731,1,White Sand,787.3,Hybrid,1426.6,2612.9,0.117,1.686,3265.6,64.7,3909,51,65.1,2.32,0,Carbonate,0.9391
JOB-0000595,1,Ceramic,554.2,Slickwater,1895.6,3763.2,0.0793,8.123,3099.4,46.7,5899,49,46.6,0.65,0,Carbonate,0.9295
JOB-0007438,1,Resin-Coated Sand,474.1,Crosslinked Gel,1195.3,3949.1,0.1582,4.175,2730.4,26.4,5586,51,27.8,7.73,0,Sandstone,0.7953
JOB-0016415,1,Ceramic,307.3,Slickwater,689.4,3508.1,0.0818,2.843,1704.0,51.8,4748,26,36.4,5.04,0,Shale,0.4345
JOB-0008051,0,White Sand,379.5,Slickwater,1294.6,2249.6,0.145,1.475,2447.1,43.7,4204,37,41.4,5.59,2,Carbonate,0.4521
JOB-0020327,1,White Sand,458.3,Slickwater,883.1,3126.0,0.1182,2.224,2224.4,50.7,5426,37,43.6,4.07,0,Sandstone,0.7478
JOB-0018106,0,White Sand,535.8,Slickwater,1211.5,3381.5,0.1089,0.69,2748.3,46.1,5281,49,48.5,1.32,0,Sandstone,0.7887
JOB-0005671,1,Brown Sand,417.0,Crosslinked Gel,1341.3,3191.5,0.1146,0.646,2466.7,46.9,4326,39,43.9,3.48,0,Carbonate,0.5446
JOB-0003416,0,Brown Sand,343.9,Crosslinked Gel,665.1,2458.2,0.0846,0.064,1760.3,44.2,4017,29,44.8,1.98,0,Carbonate,0.3137
JOB-0004919,1,Resin-Coated Sand,428.8,Slickwater,1065.4,3015.1,0.1447,8.121,2574.5,53.3,4343,39,41.0,1.11,0,Carbonate,0.9649
JOB-0009592,1,Brown Sand,542.7,Hybrid,1404.5,2932.0,0.1282,0.637,2893.6,54.8,5152,49,56.3,2.41,1,Carbonate,0.8449
JOB-0020553,1,Brown Sand,663.0,Slickwater,1581.1,2889.8,0.0439,0.483,2930.7,49.4,4237,49,50.8,3.2,0,Sandstone,0.7105
JOB-0011211,1,White Sand,302.0,Slickwater,402.8,3166.8,0.1066,21.326,1794.2,47.1,4877,29,44.4,2.48,0,Sandstone,0.891
JOB-0021392,1,White Sand,689.8,Hybrid,1503.7,3618.1,0.1987,1.84,3460.8,36.3,5543,56,33.2,4.03,0,Sandstone,0.9624
JOB-0006011,1,Brown Sand,437.8,Slickwater,712.1,3379.0,0.1301,6.128,2280.3,61.2,5525,39,65.2,8.57,1,Sandstone,0.816
JOB-0018903,1,Ceramic,470.1,Slickwater,1042.2,2332.3,0.1206,2.257,2544.9,42.4,4256,44,38.2,1.29,0,Sandstone,0.7788
JOB-0017778,0,Resin-Coated Sand,453.1,Slickwater,952.4,2878.8,0.1128,1.543,2167.7,54.3,5024,34,54.9,4.49,1,Sandstone,0.5182
JOB-0004417,1,White Sand,601.7,Slickwater,1429.6,2758.4,0.0999,7.134,2685.5,43.3,4102,53,43.5,1.43,0,Sandstone,0.9465
JOB-0009527,1,White Sand,552.0,Slickwater,1088.2,3942.9,0.1849,0.443,2701.9,48.7,5437,45,49.7,3.54,0,Sandstone,0.8669
JOB-0014670,0,Ceramic,630.7,Hybrid,680.0,3017.7,0.1368,0.827,2411.4,41.5,4430,39,39.3,1.25,0,Carbonate,0.8649
JOB-0006338,1,Brown Sand,466.5,Crosslinked Gel,1210.1,3499.7,0.1748,2.278,2778.4,63.9,5519,41,61.9,2.88,0,Carbonate,0.9269
JOB-0022168,1,White Sand,283.9,Crosslinked Gel,794.7,2970.5,0.1195,0.843,2061.4,70.9,4699,39,67.7,3.64,1,Carbonate,0.5543
JOB-0019968,1,Ceramic,326.1,Crosslinked Gel,660.4,3705.1,0.1031,0.597,1446.0,55.7,5793,27,53.6,3.31,1,Carbonate,0.2998
JOB-0004797,1,Brown Sand,529.5,Slickwater,1496.3,3168.5,0.1521,0.317,2511.4,52.7,4657,45,54.8,0.3,0,Carbonate,0.8897
JOB-0000692,0,White Sand,504.6,Hybrid,962.0,3219.0,0.0908,0.604,3214.2,47.2,4581,48,41.3,5.0,0,Shale,0.595
JOB-0019358,1,White Sand,300.2,Hybrid,964.0,2911.4,0.1368,2.67,1673.2,44.2,5037,31,44.5,3.64,0,Shale,0.5167
JOB-0007892,1,Resin-Coated Sand,720.6,Slickwater,644.8,1263.8,0.0658,5.745,3518.9,56.6,3171,55,55.9,3.86,0,Shale,0.9101
JOB-0003774,0,Resin-Coated Sand,281.2,Slickwater,521.2,2911.9,0.0764,1.579,1344.5,52.3,5091,22,57.1,3.86,0,Carbonate,0.3369
JOB-0019596,1,Resin-Coated Sand,404.1,Slickwater,652.8,2364.9,0.108,2.162,1738.5,47.5,4155,21,47.3,2.13,0,Sandstone,0.545
JOB-0021569,1,White Sand,502.1,Slickwater,509.5,3283.1,0.1515,4.66,2055.1,37.4,5171,29,34.4,3.16,0,Carbonate,0.8424
JOB-0008556,0,Brown Sand,274.1,Crosslinked Gel,307.4,3676.1,0.1071,1.354,1642.4,65.3,5646,17,71.4,1.58,3,Sandstone,0.0731
JOB-0000065,1,White Sand,451.3,Crosslinked Gel,1847.5,1938.7,0.2004,0.877,2928.4,35.0,3433,52,41.5,4.44,0,Carbonate,0.9255
JOB-0019337,1,White Sand,491.4,Slickwater,970.7,3018.0,0.1677,10.541,2236.1,48.1,4651,41,53.1,3.07,0,Sandstone,0.9787
JOB-0007597,0,Brown Sand,447.3,Slickwater,1082.3,2793.1,0.1407,2.928,2705.1,25.8,4430,43,24.0,3.51,2,Carbonate,0.3944
JOB-0017570,1,Ceramic,285.7,Crosslinked Gel,566.6,2127.4,0.1424,10.055,1397.4,33.1,4935,28,35.3,0.83,0,Carbonate,0.846
JOB-0004263,0,Ceramic,333.0,Hybrid,1130.1,2655.1,0.1167,1.554,2536.3,42.0,3684,43,42.1,4.65,0,Carbonate,0.6076
JOB-0015659,1,Ceramic,581.2,Hybrid,1146.9,2349.1,0.1743,2.017,2606.7,46.0,3606,42,44.9,2.78,0,Carbonate,0.9624
JOB-0022519,0,White Sand,223.0,Slickwater,423.3,3072.6,0.1342,0.126,1407.8,38.8,4707,18,41.8,4.91,0,Carbonate,0.113
JOB-0008630,0,Brown Sand,260.0,Slickwater,762.6,4112.9,0.1408,4.711,1340.6,33.9,4826,28,31.8,1.56,0,Carbonate,0.4661
JOB-0016850,0,Brown Sand,326.0,Slickwater,1025.3,2228.2,0.106,1.644,2175.1,38.8,3856,37,38.3,1.93,0,Carbonate,0.5879
JOB-0002450,1,Brown Sand,598.2,Crosslinked Gel,549.1,2725.2,0.1801,2.541,2384.4,54.0,3792,37,55.6,2.14,1,Carbonate,0.9422
JOB-0009841,1,White Sand,488.4,Crosslinked Gel,1189.7,2169.7,0.1691,2.331,2852.2,41.1,4771,40,40.3,2.88,0,Sandstone,0.8503
JOB-0022475,0,Brown Sand,454.6,Crosslinked Gel,1679.9,1983.9,0.0617,0.196,3127.5,35.3,4107,52,37.6,4.79,0,Shale,0.3919
JOB-0019712,1,Brown Sand,506.5,Slickwater,741.0,3563.5,0.1867,4.272,2064.0,60.7,5844,32,62.5,2.8,0,Carbonate,0.9375
JOB-0002302,1,Ceramic,562.1,Slickwater,1368.2,2780.0,0.1485,1.988,2514.0,32.7,4408,51,32.7,3.48,0,Carbonate,0.8847
JOB-0002367,1,White Sand,420.2,Slickwater,722.5,2117.5,0.1837,3.261,1839.6,33.3,3580,28,28.8,0.64,0,Carbonate,0.8733
JOB-0000102,1,Ceramic,520.7,Hybrid,1198.7,4096.1,0.2041,0.734,2836.0,56.2,5949,48,54.1,4.95,0,Carbonate,0.9397
JOB-0022850,1,Resin-Coated Sand,414.9,Crosslinked Gel,1478.4,3072.0,0.0932,1.065,2541.6,41.2,4328,43,44.1,5.66,0,Carbonate,0.5307
JOB-0008398,1,Brown Sand,565.1,Crosslinked Gel,1658.1,2743.2,0.1621,0.685,3555.5,55.4,4838,56,55.9,0.39,0,Sandstone,0.972
JOB-0010435,0,Brown Sand,322.5,Slickwater,473.7,2498.8,0.1895,0.749,1583.5,32.6,4676,26,40.5,1.51,1,Sandstone,0.5889
JOB-0010872,0,White Sand,116.4,Hybrid,219.8,3239.8,0.1312,0.602,571.0,45.0,5398,10,41.3,2.74,0,Carbonate,0.1312
JOB-0005217,1,White Sand,610.0,Crosslinked Gel,926.1,3039.5,0.0805,1.778,3185.0,56.0,4466,58,56.5,4.82,0,Carbonate,0.7825
JOB-0008227,1,White Sand,288.8,Crosslinked Gel,1032.5,3727.3,0.1791,0.36,1724.6,49.9,5614,30,55.1,1.27,0,Carbonate,0.8336
JOB-0013202,1,White Sand,288.4,Slickwater,821.2,3334.0,0.1208,10.427,1672.2,40.2,4287,31,43.2,4.18,0,Carbonate,0.6903
JOB-0023720,1,Brown Sand,358.5,Crosslinked Gel,860.5,4181.6,0.1755,2.162,2017.5,58.9,5530,30,63.4,6.84,1,Carbonate,0.6998
JOB-0023823,1,White Sand,434.1,Crosslinked Gel,971.6,3360.4,0.1783,1.552,2245.1,65.1,5258,31,64.9,2.49,0,Sandstone,0.9323
JOB-0016439,1,Ceramic,593.3,Slickwater,1125.7,2984.8,0.2112,2.663,3094.4,42.4,5059,59,45.6,0.0,0,Sandstone,0.9866
JOB-0021519,0,Brown Sand,221.2,Slickwater,365.4,2915.8,0.1534,0.761,1129.0,46.5,3683,21,45.5,1.26,1,Sandstone,0.327
JOB-0019135,0,White Sand,193.8,Crosslinked Gel,187.8,3738.3,0.1318,1.598,1040.8,51.0,5388,10,46.3,4.97,0,Sandstone,0.1623
JOB-0014182,0,White Sand,475.7,Hybrid,678.5,2192.6,0.1401,4.34,2124.2,34.1,4683,35,34.2,2.92,0,Carbonate,0.6709
JOB-0007068,0,White Sand,369.1,Slickwater,1052.2,3248.4,0.1209,3.371,2471.5,38.0,4474,37,44.3,1.49,1,Carbonate,0.6448
JOB-0003939,1,Brown Sand,440.5,Slickwater,1123.7,3278.1,0.1791,1.245,2021.8,44.4,4943,36,46.7,7.12,1,Carbonate,0.6359
JOB-0009079,0,Resin-Coated Sand,552.1,Slickwater,1392.3,3630.1,0.1424,3.43,2577.9,42.7,5732,49,46.1,4.98,1,Sandstone,0.8175
JOB-0021265,1,Resin-Coated Sand,297.0,Slickwater,592.0,3371.3,0.1496,3.408,1585.4,32.8,5527,24,35.1,4.2,0,Shale,0.5227
JOB-0003365,0,Brown Sand,328.5,Slickwater,767.9,3463.3,0.1614,0.278,2033.3,41.7,4634,31,44.6,3.8,0,Sandstone,0.6943
JOB-0008879,1,White Sand,520.1,Slickwater,793.3,2906.9,0.1751,4.284,2242.6,32.3,4382,27,31.4,3.25,0,Sandstone,0.7028
JOB-0017066,1,Brown Sand,341.0,Hybrid,659.6,2931.0,0.1284,2.68,2094.4,52.5,4653,33,54.6,3.49,1,Carbonate,0.5674
JOB-0007304,1,Brown Sand,481.9,Crosslinked Gel,1197.4,2899.2,0.1826,2.191,2993.4,48.6,4015,46,50.4,4.27,1,Sandstone,0.9266
JOB-0016116,1,Brown Sand,207.0,Crosslinked Gel,759.5,1906.4,0.1407,6.949,1223.5,40.1,3320,24,37.0,0.0,0,Carbonate,0.6872
JOB-0016441,0,Brown Sand,261.8,Slickwater,643.6,2407.0,0.0852,2.537,1626.7,32.1,3936,24,35.8,1.16,1,Carbonate,0.1182
JOB-0002845,0,Brown Sand,315.6,Slickwater,763.3,3190.9,0.1149,0.855,1717.4,46.1,5132,27,45.3,0.86,1,Carbonate,0.3376
JOB-0004606,1,White Sand,375.4,Crosslinked Gel,866.0,2791.2,0.1345,6.019,2067.7,39.9,4814,29,46.1,0.16,1,Sandstone,0.8192
JOB-0007133,1,White Sand,608.1,Hybrid,174.5,3633.0,0.1795,4.033,2725.2,28.7,4935,52,35.2,0.0,0,Sandstone,0.9121
JOB-0021409,1,White Sand,378.5,Hybrid,701.3,2073.7,0.1691,1.834,1942.8,45.5,3445,33,50.1,2.86,0,Sandstone,0.848
JOB-0010627,1,Brown Sand,392.3,Hybrid,839.5,3003.5,0.1482,1.263,2013.7,40.6,4373,29,40.6,4.6,0,Sandstone,0.6847
JOB-0022240,0,White Sand,598.7,Slickwater,821.0,2567.3,0.1716,0.584,2713.9,26.9,4252,46,25.5,6.19,1,Shale,0.4495
JOB-0002533,1,White Sand,492.6,Slickwater,1156.6,2558.3,0.1443,9.06,2424.5,40.5,5000,37,43.9,3.63,0,Carbonate,0.8922
JOB-0008635,1,Ceramic,666.1,Crosslinked Gel,837.3,2605.6,0.0917,1.2,2503.9,46.6,3932,38,56.2,4.42,0,Carbonate,0.7542
JOB-0005962,1,White Sand,481.1,Slickwater,1039.1,3857.3,0.1791,3.115,2500.6,49.5,5277,40,47.9,4.09,1,Sandstone,0.8519
JOB-0000840,1,White Sand,644.1,Slickwater,1446.6,3597.3,0.1333,7.992,3345.2,47.6,5580,62,44.4,1.9,0,Carbonate,0.9757
JOB-0015844,1,Brown Sand,328.2,Crosslinked Gel,994.0,4012.7,0.0976,2.32,1836.9,54.3,5513,39,55.6,0.0,1,Carbonate,0.5535
JOB-0011238,0,White Sand,441.2,Slickwater,753.9,2254.5,0.149,2.119,1942.7,39.0,3995,32,43.4,1.99,0,Shale,0.7497
JOB-0023156,1,Resin-Coated Sand,223.0,Hybrid,389.7,2303.7,0.178,23.214,1103.2,17.0,4325,18,12.6,2.99,0,Carbonate,0.6648
JOB-0015588,1,Brown Sand,358.8,Crosslinked Gel,1024.7,2879.3,0.1221,11.719,2001.9,59.2,4995,31,56.5,7.33,0,Sandstone,0.8071
JOB-0006477,0,Brown Sand,390.1,Slickwater,475.3,2784.5,0.0467,3.037,1743.9,58.7,4586,20,52.1,4.54,1,Shale,0.173
JOB-0012466,1,White Sand,336.6,Hybrid,1207.3,2906.1,0.1642,1.639,1856.7,41.5,4533,36,41.9,0.0,1,Carbonate,0.8407
JOB-0021948,1,White Sand,253.8,Crosslinked Gel,560.3,3080.5,0.1307,2.897,1568.1,43.1,4669,29,45.3,0.0,1,Sandstone,0.5985
JOB-0024121,1,White Sand,299.4,Slickwater,608.8,2072.3,0.1295,13.82,1600.2,49.9,3398,27,53.1,0.25,0,Carbonate,0.9359
JOB-0021927,0,Brown Sand,418.2,Crosslinked Gel,899.0,2661.0,0.1023,0.539,2463.9,47.2,3956,35,49.3,0.89,0,Shale,0.502
JOB-0020845,1,Brown Sand,319.1,Slickwater,452.2,3295.3,0.1988,11.204,1992.9,50.7,4845,32,56.4,2.34,0,Shale,0.9166
JOB-0010714,1,White Sand,323.7,Crosslinked Gel,652.9,2707.3,0.1686,0.459,2184.8,55.6,4473,31,45.8,2.19,1,Carbonate,0.6426
JOB-0009154,0,White Sand,462.2,Crosslinked Gel,1162.9,2574.9,0.0819,0.348,2741.9,35.8,4460,58,35.6,3.8,0,Sandstone,0.4914
JOB-0018985,1,Resin-Coated Sand,456.3,Hybrid,1032.2,3381.8,0.114,2.613,2027.0,51.5,5356,34,53.7,0.23,0,Carbonate,0.9051
JOB-0006247,1,White Sand,394.4,Slickwater,350.5,2395.8,0.1578,6.777,1967.6,45.2,5158,28,42.5,7.6,1,Carbonate,0.7291
JOB-0019225,0,White Sand,497.5,Crosslinked Gel,769.2,3119.1,0.1083,0.938,2163.8,27.2,4374,38,23.2,3.15,0,Carbonate,0.3009
JOB-0018906,1,White Sand,449.5,Slickwater,981.6,3030.3,0.1834,4.679,2364.8,35.1,5103,36,26.0,1.22,0,Sandstone,0.8793
JOB-0019333,1,White Sand,396.2,Slickwater,1282.3,2756.4,0.0517,4.563,2851.3,60.3,4773,39,61.4,1.01,0,Sandstone,0.6568
JOB-0009504,1,Brown Sand,440.7,Crosslinked Gel,801.1,3201.6,0.1503,2.293,2327.2,55.2,4740,36,51.7,0.0,0,Sandstone,0.8562
JOB-0011525,0,Resin-Coated Sand,533.6,Crosslinked Gel,1063.8,3662.3,0.0443,6.368,2878.3,38.8,5162,46,32.6,4.41,0,Sandstone,0.5366
JOB-0013916,1,White Sand,438.8,Slickwater,769.5,2886.4,0.1506,0.746,2275.9,28.2,4037,35,28.3,4.92,0,Carbonate,0.5593
JOB-0010295,1,Resin-Coated Sand,549.1,Hybrid,1403.2,2928.1,0.2111,0.203,2783.8,55.0,4628,47,53.9,7.34,0,Carbonate,0.9043
JOB-0007636,0,White Sand,691.3,Slickwater,642.0,3233.5,0.04,1.422,2529.2,52.7,5220,44,56.7,3.8,0,Sandstone,0.6582
JOB-0001421,1,Resin-Coated Sand,452.6,Slickwater,1080.4,3191.1,0.1653,0.379,2657.2,45.6,4862,44,45.0,5.1,1,Carbonate,0.7163
JOB-0023303,1,White Sand,544.9,Crosslinked Gel,844.1,2795.5,0.139,0.75,2416.1,33.8,5103,42,35.2,1.56,0,Carbonate,0.6828
JOB-0005259,0,White Sand,112.2,Hybrid,214.6,2771.0,0.1254,2.351,714.5,46.2,4806,9,50.0,2.87,0,Shale,0.1154
JOB-0005490,1,Brown Sand,423.5,Slickwater,1168.7,2812.6,0.1299,4.828,2300.3,50.8,4157,34,49.8,6.09,0,Shale,0.7415
JOB-0017314,0,Ceramic,382.8,Slickwater,724.1,2458.4,0.1026,1.344,2225.7,19.3,4109,38,20.7,2.38,1,Sandstone,0.2789
JOB-0008166,1,Resin-Coated Sand,689.1,Crosslinked Gel,1438.8,3408.4,0.1432,0.737,2885.5,36.1,5299,50,37.7,1.64,1,Sandstone,0.683
JOB-0019572,1,Brown Sand,259.9,Hybrid,414.2,2375.4,0.1955,1.143,1427.5,37.6,4391,20,40.5,1.95,1,Carbonate,0.6253
JOB-0021528,1,Resin-Coated Sand,434.0,Hybrid,1471.9,2291.7,0.129,2.772,2684.0,41.1,3708,50,44.8,0.1,0,Shale,0.8901
JOB-0001170,1,Brown Sand,645.4,Hybrid,1305.9,3550.7,0.1954,,3049.4,48.1,4461,57,46.2,3.5,1,Shale,0.9571
JOB-0009528,1,Ceramic,546.3,Hybrid,1089.3,2661.1,0.1715,0.614,2803.1,45.8,4531,52,52.3,2.36,0,Sandstone,0.9509
JOB-0014176,1,White Sand,398.6,Crosslinked Gel,1107.9,2409.7,0.1078,1.576,2135.6,60.3,4043,35,59.0,0.92,0,Carbonate,0.7111
JOB-0006080,1,White Sand,280.4,Crosslinked Gel,656.7,2403.0,0.1408,1.343,1656.5,63.0,3478,26,62.0,1.53,0,Sandstone,0.7981
JOB-0013823,1,White Sand,425.7,Crosslinked Gel,1229.7,2979.5,0.1356,0.249,2171.1,39.6,4704,32,44.7,4.49,0,Sandstone,0.629
JOB-0002935,1,White Sand,298.9,Crosslinked Gel,640.4,2780.8,0.1322,3.249,1343.5,51.4,3746,23,51.9,4.7,0,Shale,0.6595
JOB-0008197,0,White Sand,387.6,Crosslinked Gel,708.9,3629.9,0.1059,0.722,2146.7,46.0,4786,35,48.6,0.0,0,Sandstone,0.698
JOB-0009444,1,White Sand,399.6,Crosslinked Gel,522.7,2967.3,0.1783,1.222,2039.7,32.2,4543,31,35.1,0.0,0,Carbonate,0.6761
JOB-0013168,1,White Sand,640.2,Slickwater,1240.8,3423.1,0.1742,4.707,2841.7,61.8,4331,51,64.4,2.95,0,Carbonate,0.9767
JOB-0021807,1,White Sand,464.3,Crosslinked Gel,1105.2,3301.4,0.1261,3.676,2479.9,47.9,4781,45,43.9,3.96,2,Sandstone,0.7068
JOB-0019658,0,Brown Sand,271.7,Crosslinked Gel,751.9,1764.9,0.1882,5.896,1611.6,31.0,4839,26,26.7,1.42,0,Shale,0.7489
JOB-0023369,0,Resin-Coated Sand,384.5,Hybrid,805.9,3540.7,0.0838,0.315,1961.5,48.4,5072,31,54.1,2.4,1,Carbonate,0.3003
JOB-0013540,1,Brown Sand,521.7,Slickwater,1088.2,3213.5,0.1383,0.13,2998.0,42.0,4930,47,47.4,5.57,0,Sandstone,0.7618
JOB-0016737,1,Brown Sand,415.2,Hybrid,1050.1,2479.2,0.158,0.47,2237.2,34.2,5348,38,35.8,0.0,0,Sandstone,0.798
JOB-0024078,1,White Sand,317.8,Crosslinked Gel,658.7,2990.1,0.1497,3.312,1758.8,51.1,4888,28,53.3,3.99,0,Carbonate,0.8315
JOB-0017971,0,White Sand,390.4,Crosslinked Gel,775.8,3058.3,0.1577,3.04,2293.7,32.1,5203,41,35.6,5.11,0,Carbonate,0.6117
JOB-0015279,1,Brown Sand,478.5,Hybrid,809.8,2739.7,0.2125,0.66,2478.8,39.0,4264,35,38.5,2.57,1,Carbonate,0.8101
JOB-0019406,0,Ceramic,509.7,Slickwater,898.3,3224.3,0.0863,1.687,2588.5,39.7,4875,44,41.9,7.51,1,Sandstone,0.516
JOB-0000138,1,Brown Sand,266.2,Hybrid,416.9,1647.7,0.1442,4.899,1666.3,39.9,4172,24,37.1,4.23,0,Shale,0.5614
JOB-0019030,0,Ceramic,217.1,Hybrid,1014.3,3064.0,0.1909,2.791,1777.7,52.0,4503,31,52.4,2.05,1,Carbonate,0.8688
JOB-0003321,1,Brown Sand,308.7,Crosslinked Gel,816.2,3197.9,0.1497,0.811,2331.4,43.5,5665,35,42.3,9.6,0,Shale,0.3848
JOB-0009847,1,White Sand,726.7,Crosslinked Gel,1431.8,4052.4,0.1994,2.383,3615.4,46.4,6472,60,45.4,3.41,0,Sandstone,0.9827
JOB-0004908,1,Resin-Coated Sand,291.3,Hybrid,568.9,4455.0,0.1221,4.044,1694.6,27.9,5954,28,31.4,0.0,0,Carbonate,0.6548
JOB-0002010,1,Ceramic,265.6,Crosslinked Gel,614.6,2974.0,0.1719,5.271,1756.0,39.7,4788,26,46.9,1.94,0,Carbonate,0.8424
JOB-0007582,0,Resin-Coated Sand,391.7,Slickwater,585.9,3104.1,0.1892,3.259,1956.0,17.6,4976,31,17.6,3.31,0,Carbonate,0.6497
JOB-0005484,0,Brown Sand,130.0,Slickwater,157.2,3518.5,0.0735,,639.0,45.8,5656,13,50.3,3.33,0,Carbonate,0.0635
JOB-0010165,0,White Sand,391.7,Crosslinked Gel,1010.6,3046.9,0.0935,3.472,1682.7,53.4,5466,31,51.4,3.37,1,Shale,0.4059
JOB-0014678,0,Resin-Coated Sand,261.3,Hybrid,618.9,3280.5,0.0657,1.542,1371.7,46.0,5390,18,48.0,3.18,0,Carbonate,0.2516
