WellID,Field,Operator,Depth_m,GammaRay_API,Resistivity_ohm_m,Density_gcc,NeutronPorosity_frac,Sonic_usft
WELL-004,Bab,ADNOC Onshore,1014.0,84.87450955964206,52.220406359010816,2.2039946923824023,0.3719712322415685,79.18573075704492
WELL-006,Lower Zakum,ADNOC Offshore,1632.5,105.37978736378142,11.980942089386122,2.3166811098469835,0.3917206709287083,87.78795329098028
WELL-003,SARB,ADNOC Onshore,1713.5,92.22995378177092,5.870391091166901,2.2716087046254905,0.32261527571845044,62.40808352936312
WELL-006,Lower Zakum,ADNOC Offshore,1594.5,76.69191276224086,8.620264419099952,2.4669973773167864,0.2770972772322166,71.01256996775525
WELL-002,SARB,ADNOC Onshore,1530.5,45.21971597362607,615.1906433127695,2.335073745358401,0.26015422544509265,80.05647368839486
WELL-005,Bu Hasa,ADNOC Offshore,1207.5,86.0106327462567,20.13721623806894,2.285037641735653,0.19643549276180391,72.36672748001718
WELL-004,Bab,ADNOC Onshore,1138.5,68.48232847753209,10.217742482808072,2.2102862989806216,0.33448017842966105,95.8722296300639
WELL-006,Lower Zakum,ADNOC Offshore,1530.0,66.3634277638765,11.563917322342729,2.465341790336408,0.23437252310652557,88.34929647263665
WELL-004,Bab,ADNOC Onshore,1136.5,63.51222837604671,56.010051075492484,2.2520154987684387,0.28626987892668193,78.02380406410067
WELL-006,Lower Zakum,ADNOC Offshore,1123.5,80.99642536566002,15.71325498163705,2.396288201408706,0.20394778662802204,91.51504867532249
WELL-002,SARB,ADNOC Onshore,1265.0,84.62853884716057,13.045801893209877,2.417714508587087,0.18864603878677033,82.95565307898457
WELL-006,Lower Zakum,ADNOC Offshore,1437.0,84.88841417016116,14.152881679348594,2.3653332774047535,0.25951000943556374,88.05791162224756
WELL-006,Lower Zakum,ADNOC Offshore,1717.0,81.01681487806819,27.772522080601554,2.4531402640341584,0.28963749371818814,103.86555212893754
WELL-001,Upper Zakum,ADNOC Offshore,1149.0,90.12011477378176,7.503284728135839,2.4444642984667384,0.3164813577723184,94.13194035779752
WELL-006,Lower Zakum,ADNOC Offshore,1458.5,97.45733110800057,14.556673574779289,2.301953681139141,0.2903535853422215,83.11280528293834
WELL-005,Bu Hasa,ADNOC Offshore,1197.5,76.244030492775,16.94758896368851,2.3461292139202294,0.29322710511245026,81.49290591944984
WELL-001,Upper Zakum,ADNOC Offshore,1332.5,75.55210393975887,26.451806055633792,2.2687025010511404,0.15320196304310865,85.86375056473834
WELL-004,Bab,ADNOC Onshore,1353.5,68.00127471461927,7.0028247698879795,2.3750000233053723,0.157914999753011,78.87931398084963
WELL-005,Bu Hasa,ADNOC Offshore,1177.5,76.60991846051705,13.429655977620204,2.3785403335209288,0.23311517422373326,88.96432231630337
WELL-005,Bu Hasa,ADNOC Offshore,1012.0,54.6921251518596,15.057052968876096,2.502492827621856,0.1659382219786556,69.09545953923713
WELL-004,Bab,ADNOC Onshore,1578.0,69.6061972718635,7.7255319472523425,2.4683780083041302,0.23633298328835242,78.02578537692447
WELL-005,Bu Hasa,ADNOC Offshore,1020.0,99.95618754790334,9.42070966373124,2.373550593574662,0.22064733136579043,90.55971783339982
WELL-001,Upper Zakum,ADNOC Offshore,1017.0,77.47164715446,20.814344435577127,2.382306475275493,0.28950589410056304,90.83057567919708
WELL-001,Upper Zakum,ADNOC Offshore,1172.0,101.34900146171003,8.404979727409163,2.3477223475113753,0.3022436702517478,80.8545863281321
WELL-006,Lower Zakum,ADNOC Offshore,1253.0,72.61842516827362,7.33672777917847,2.175744736177035,0.2228551674622412,64.02401444920444
WELL-006,Lower Zakum,ADNOC Offshore,1115.0,88.32156032087238,18.97966258390022,2.242968982995567,0.2211770284031706,74.21814081614565
WELL-006,Lower Zakum,ADNOC Offshore,1600.0,59.9698914347653,12.583401778536771,2.424195692996223,0.19611598358805363,86.967385955439
WELL-004,Bab,ADNOC Onshore,1244.0,75.08015168523944,17.028847298664232,2.4221074432681493,0.25379454847078264,86.40483334021869
WELL-005,Bu Hasa,ADNOC Offshore,1329.0,81.1690101456084,5.7308433940606385,2.1918206993263776,0.2898922198423893,75.07616066685947
WELL-004,Bab,ADNOC Onshore,1652.0,55.73272268765841,19.79664787518681,2.259357918424025,0.3092167177888457,82.96126102713879
WELL-006,Lower Zakum,ADNOC Offshore,1612.0,68.56644155020695,15.222050786540382,2.4403858806888135,0.32849412899880187,74.26131963854462
WELL-002,SARB,ADNOC Onshore,1182.5,,18.071046602818058,2.367261497297359,0.25923459646511876,69.51816046172739
WELL-003,SARB,ADNOC Onshore,1267.5,55.33960718053736,17.80413725982538,2.3173424791430866,0.28463497606266963,71.15815606683678
WELL-003,SARB,ADNOC Onshore,1729.0,68.57458345248537,24.840292366505654,2.347490362280059,0.24300537334671296,87.18876838811062
WELL-006,Lower Zakum,ADNOC Offshore,1685.5,77.78362006567072,6.3779871525098635,2.3831202141529984,0.24960865812956287,68.96668983990645
WELL-002,SARB,ADNOC Onshore,1719.5,78.82034634494367,12.296235402345099,2.3686267718379583,0.18461138799967208,94.5954026063161
WELL-001,Upper Zakum,ADNOC Offshore,1652.0,88.12359042677804,153.07618324834675,2.435884924307812,0.29083084170759504,57.77395707407734
WELL-003,SARB,ADNOC Onshore,1667.5,63.23923486664303,23.149949229327,2.175232852087991,0.2316448311157265,76.8966851000543
WELL-001,Upper Zakum,ADNOC Offshore,1116.0,75.54053809571158,15.55333156464596,2.426405315757521,0.24362393312386954,88.66881041555807
WELL-001,Upper Zakum,ADNOC Offshore,1427.5,56.51535107176024,21.26516600884351,2.2027019647148376,0.2528199559866569,78.63769534102438
WELL-002,SARB,ADNOC Onshore,1282.5,107.10948477769477,5.005969598345079,2.3683538988111197,0.2748738034367342,87.48317493986583
WELL-003,SARB,ADNOC Onshore,1161.0,100.83750518538562,4.520770670251297,2.4048932149841233,0.2764040934988707,75.54800932536023
WELL-002,SARB,ADNOC Onshore,1590.0,60.49248551863457,8.598615538578201,2.2163844185134782,0.21417153925313723,81.5250271037058
WELL-001,Upper Zakum,ADNOC Offshore,1138.5,95.68227994409614,32.315073761258446,2.512923400802341,0.29741129089353513,82.11505847261544
WELL-004,Bab,ADNOC Onshore,1341.5,92.50810947981708,24.541210971689814,2.3485779841663863,0.3268166366165717,90.12654025876932
WELL-005,Bu Hasa,ADNOC Offshore,1096.5,77.99066989630768,28.124823899106815,2.461541211280877,0.1687429864933917,81.26192361070777
WELL-004,Bab,ADNOC Onshore,1517.5,36.83079270984657,4.019888333723075,2.1668838310707614,0.24624666755760785,76.98642528027108
WELL-003,SARB,ADNOC Onshore,1239.0,74.03359898752608,7.42790725887137,2.3273730727747806,0.25272574339069,81.35589924310288
WELL-005,Bu Hasa,ADNOC Offshore,1389.0,102.74464300277593,11.844199615143447,2.3974203900713165,0.23039990562761797,71.31276342859746
WELL-001,Upper Zakum,ADNOC Offshore,1511.0,99.75855505207666,26.325192773190913,2.374382996859927,0.23945642411960202,75.32040991029093
WELL-003,SARB,ADNOC Onshore,1247.5,50.73259021171355,11.54356989991512,2.3560635675713453,0.28021291778288704,74.51939229253112
WELL-001,Upper Zakum,ADNOC Offshore,1267.5,87.91637977716691,16.27355525385612,2.4337744328085664,0.19250847403600865,94.94687115644751
WELL-002,SARB,ADNOC Onshore,1019.5,63.01536879077484,15.802100758857932,2.4095230092686974,0.29100703304806447,77.92194288942633
WELL-006,Lower Zakum,ADNOC Offshore,1521.0,61.84416273369014,25.759628107124094,2.334251115802652,0.22899565893359497,79.4257733639088
WELL-001,Upper Zakum,ADNOC Offshore,1711.5,51.13805903518241,26.934824211423283,2.288251577199098,0.2856583521984088,81.92415976631335
WELL-001,Upper Zakum,ADNOC Offshore,1026.5,115.95170812472256,27.78147190201309,2.3251257673716283,0.24464922101089054,78.18759471271544
WELL-004,Bab,ADNOC Onshore,1689.0,75.17235046655182,27.99283095342266,2.224613925906127,0.25136029113463215,93.00394863854268
WELL-005,Bu Hasa,ADNOC Offshore,1307.5,88.6956556026062,5.207175277896074,2.3645570076127225,0.19509317485471867,82.62413092562747
WELL-001,Upper Zakum,ADNOC Offshore,1608.5,67.41686592975555,20.32435343886013,2.497715192324516,0.24493988222509394,63.27620521972648
WELL-001,Upper Zakum,ADNOC Offshore,1342.5,69.30178398110799,25.468822805223002,2.403086709064152,0.2780917631252045,84.50347094389143
WELL-006,Lower Zakum,ADNOC Offshore,1002.5,80.47929381122216,21.40545435552378,2.246563388699922,0.22160655445333088,72.06137576143992
WELL-003,SARB,ADNOC Onshore,1020.0,51.94006135795052,24.66690991333339,2.2745845261811874,0.3302762216315551,70.21843704686569
WELL-006,Lower Zakum,ADNOC Offshore,1155.5,41.16789359025729,12.949622789085689,2.2966405886299364,0.24912918566393286,70.20526698496099
WELL-004,Bab,ADNOC Onshore,1145.5,51.64309388205206,22.606155677962015,2.4985779398706915,0.28039424348215153,78.71914115779563
WELL-003,SARB,ADNOC Onshore,1672.5,81.44432739053586,19.29302551289488,2.3437740013426573,0.24313106995256822,71.73526619814615
WELL-005,Bu Hasa,ADNOC Offshore,1082.5,117.32944406907941,12.387697254641596,2.3776412760360013,0.28459753968752927,99.26568307698366
WELL-001,Upper Zakum,ADNOC Offshore,1453.0,,2.667702390473861,2.264788572962646,0.28586501092382127,82.48634430497977
WELL-002,SARB,ADNOC Onshore,1708.0,87.1440082262229,8.477458252584887,2.432069766445426,0.23424779972870166,57.23397101485741
WELL-001,Upper Zakum,ADNOC Offshore,1667.0,41.33330229059103,6.221229935840192,2.3849309536303314,0.19472158297228884,80.05763425266345
WELL-006,Lower Zakum,ADNOC Offshore,1678.0,70.64800555610867,6.7699962953712465,2.456450165477813,0.25368648683870526,86.33936135914477
WELL-002,SARB,ADNOC Onshore,1091.0,66.23484958345381,10.86110886902065,2.3324687867761775,0.2172417803200069,76.88137276872916
WELL-001,Upper Zakum,ADNOC Offshore,1501.5,79.78973519936751,5.925880940143916,2.3341129273149077,0.3043973343509967,66.66736576904675
WELL-004,Bab,ADNOC Onshore,1005.5,125.17685963830868,49.20715881155609,2.432985460297695,0.2105386615585443,70.24479747969578
WELL-005,Bu Hasa,ADNOC Offshore,1153.5,91.25702403288305,38.7125647524971,2.357329509049496,0.28396151417409854,69.11426060045459
WELL-002,SARB,ADNOC Onshore,1670.0,78.47286188481164,17.085904806342192,2.4638829628528587,0.2161648959821103,72.62958205196242
WELL-004,Bab,ADNOC Onshore,1140.5,116.11183911717177,10.641286412446785,2.368560319790942,0.25958229153455836,76.2012512108957
WELL-005,Bu Hasa,ADNOC Offshore,1498.5,102.6749375711579,13.423833548938202,2.2861556623936026,0.2678321601747623,84.50497380212815
WELL-006,Lower Zakum,ADNOC Offshore,1414.5,52.85686403019154,7.0149800238155,2.41127056100116,0.23366947329345614,69.32013888279837
WELL-003,SARB,ADNOC Onshore,1158.5,102.7134803332033,9.598958477492198,2.529212066992503,0.2693129151514131,84.10736031619071
WELL-004,Bab,ADNOC Onshore,1470.5,56.14312264061883,23.461782127071462,2.498448052345943,0.21118767313754228,81.70502918119956
WELL-005,Bu Hasa,ADNOC Offshore,1697.5,73.27975203653527,13.564714840717208,2.3937304477427164,0.24452563452923262,90.06718823834478
WELL-006,Lower Zakum,ADNOC Offshore,1532.0,94.6725518590263,7.79747249275406,2.29254002723631,0.3050276271235134,89.40306675241987
WELL-001,Upper Zakum,ADNOC Offshore,1665.5,63.94597680820192,22.275588944900907,2.4222142934307938,0.18984472981750836,84.67501205988424
WELL-005,Bu Hasa,ADNOC Offshore,1669.0,101.21472731378338,72.26390965225087,2.213584267706991,0.2807049039356319,80.33323091090881
WELL-003,SARB,ADNOC Onshore,1530.5,84.4438270784259,7.250525870373703,2.3408060006655824,0.2755595236614016,79.39736495225247
WELL-002,SARB,ADNOC Onshore,1677.5,48.45127364631028,13.150134557599127,2.4639710581038723,0.306868804140506,69.5363388771272
WELL-001,Upper Zakum,ADNOC Offshore,1459.5,65.83114293024775,6.00785377676668,2.335308206573845,0.28220224094653557,75.7180658697588
WELL-003,SARB,ADNOC Onshore,1697.5,94.56273892159975,11.519137440939552,2.3584840227939177,0.22567952136941438,71.49178298083135
WELL-005,Bu Hasa,ADNOC Offshore,1432.0,88.01139298054905,15.15095352663867,2.293841192280967,0.27121999357323284,78.65374936066382
WELL-001,Upper Zakum,ADNOC Offshore,1725.5,75.12048481469827,9.00505072647226,2.3422785668508226,0.22510145252594996,70.23375226779669
WELL-006,Lower Zakum,ADNOC Offshore,1479.5,62.110512372638624,33.777212499580585,2.238691564240489,0.2608414471188369,50.27494014278088
WELL-005,Bu Hasa,ADNOC Offshore,1221.5,69.0172568892405,7.701464901209522,2.5427193982614202,0.2080657777033574,74.77707625476373
WELL-001,Upper Zakum,ADNOC Offshore,1553.0,75.75724041027681,7.334176249246717,2.2635911077689777,0.24592226961979893,77.46770065717537
WELL-004,Bab,ADNOC Onshore,1160.5,74.70165239826744,14.52405205684169,2.1526321458911726,0.28377373716809,77.67046982630313
WELL-005,Bu Hasa,ADNOC Offshore,1274.0,72.26116959303732,10.903200214814259,2.382612690383222,0.25188785216913806,81.5439206323529
WELL-005,Bu Hasa,ADNOC Offshore,1589.5,84.29641691391703,12.423857128341862,2.3998119721782447,0.2386036448707404,67.19031763128508
WELL-002,SARB,ADNOC Onshore,1484.0,,8.563670751283983,2.172910597642027,0.27310118968423447,73.34890417772807
WELL-002,SARB,ADNOC Onshore,1669.5,94.64391071681665,27.340962319421024,2.3567075571778107,0.24636633489978144,74.77431075340763
WELL-004,Bab,ADNOC Onshore,1702.5,97.05742927490678,42.01982775537988,2.350377806314534,0.2293514468698735,78.71056176821742
WELL-004,Bab,ADNOC Onshore,1304.5,,14.428494836901784,2.3913749144295484,0.2754737851374238,82.5563673423616
WELL-004,Bab,ADNOC Onshore,1527.5,65.58956040330786,37.89655592448886,2.1521547949537028,0.2950319979729347,99.20211718459915
WELL-002,SARB,ADNOC Onshore,1620.0,100.39463855498852,9.466350325805989,2.6299175466779237,0.2812038054675196,99.3773669293314
WELL-001,Upper Zakum,ADNOC Offshore,1500.5,74.85964442429137,34.802971697915915,2.238965275999791,0.2168261703432252,79.95597867510763
WELL-001,Upper Zakum,ADNOC Offshore,1488.0,89.64666248643472,29.157399734379915,2.3216632824629446,0.2286771472689793,75.98032748351174
WELL-006,Lower Zakum,ADNOC Offshore,1579.5,68.12629485872147,23.114386816358035,2.309228379888505,0.24174667543422249,77.78400814949084
WELL-006,Lower Zakum,ADNOC Offshore,1663.0,66.11923217506958,17.98199818988295,2.1989657720593114,0.18428825425961481,75.85743502847481
WELL-006,Lower Zakum,ADNOC Offshore,1006.5,107.47217039178881,59.61763871045443,2.482910342115555,0.1760983457162737,80.53526742081671
WELL-003,SARB,ADNOC Onshore,1720.0,101.27002299023007,18.245297787487704,2.2338742363742714,0.19329990695422283,71.09788423197233
WELL-001,Upper Zakum,ADNOC Offshore,1608.0,,13.008905363211962,2.524564283985049,0.2314550516091339,93.94001601879651
WELL-004,Bab,ADNOC Onshore,1388.5,89.31772894043476,29.71256490376634,2.2153256739257507,0.23012116507329405,89.9887884439866
WELL-006,Lower Zakum,ADNOC Offshore,1463.5,73.06698570280088,16.13387570023712,2.2753527751961387,0.2390952807662454,75.6627496698895
WELL-004,Bab,ADNOC Onshore,1721.0,81.68094693330978,37.98757784699274,2.1165382216564006,0.31676471733862405,91.19602242969307
WELL-002,SARB,ADNOC Onshore,1193.5,72.95876878790361,34.58165153303078,2.3906842882893047,0.25044608576972205,99.61533213222091
WELL-001,Upper Zakum,ADNOC Offshore,1121.0,57.18484476589511,27.031569801991484,2.18359738205533,0.22213255015103667,89.02842260939313
WELL-002,SARB,ADNOC Onshore,1099.5,75.22935224711273,15.14213095756881,2.473852785706331,0.2522978451591732,83.04084217189161
WELL-003,SARB,ADNOC Onshore,1640.5,78.02902017103253,18.739341568807095,2.432017577837921,0.237131701007221,66.48325385589216
WELL-004,Bab,ADNOC Onshore,1065.5,56.8542650639641,21.099167661368767,2.4422869655669426,0.2688950754201648,77.62603514305724
WELL-002,SARB,ADNOC Onshore,1131.0,97.47483239389982,8.048694003820174,2.114319942256604,0.21950895025164724,73.68206068394407
WELL-002,SARB,ADNOC Onshore,1560.5,73.45133102152332,19.886588153013562,2.484247943864146,0.32066710239781215,96.58122905107561
WELL-004,Bab,ADNOC Onshore,1421.5,53.504593188323575,37.3214722417663,2.4938369105376075,0.3574516881579314,75.71937609030223
WELL-006,Lower Zakum,ADNOC Offshore,1570.0,76.24638953714083,9.455040945629733,2.389126548919803,0.26996785134844875,84.8724244038976
WELL-002,SARB,ADNOC Onshore,1448.0,56.478861998817344,25.80364757509054,2.271551714402531,0.1622050694057885,91.64250126828007
WELL-001,Upper Zakum,ADNOC Offshore,1279.0,124.19359651538274,31.079691681665444,2.2935004820047946,0.2299784720191025,83.15425600592438
WELL-003,SARB,ADNOC Onshore,1135.5,86.75654896955707,14.15177898923912,2.296166532136061,0.2966420961574362,63.41018529577892
WELL-002,SARB,ADNOC Onshore,1475.0,81.60347746510514,7.377222156723868,2.302924876784363,0.29969112247517576,96.56324249550956
WELL-002,SARB,ADNOC Onshore,1729.0,96.13042642919424,15.89928160732435,2.3344387394847597,0.23978934733289456,81.84445427799218
WELL-006,Lower Zakum,ADNOC Offshore,1433.5,83.72694739784984,19.072599786537968,2.1506976594037135,0.2615584234097056,99.6428073181489
WELL-002,SARB,ADNOC Onshore,1611.5,93.8847643858017,17.318779849104967,2.3092371156330476,0.25209078311474287,67.15568953302403
WELL-003,SARB,ADNOC Onshore,1696.0,91.7145599419626,12.547924609241468,2.2623792228523842,0.34809810357285126,78.35327544574541
WELL-005,Bu Hasa,ADNOC Offshore,1216.0,45.30004307203494,9.625519676887437,2.312716826129577,0.28873686180645075,72.85971692751149
WELL-001,Upper Zakum,ADNOC Offshore,1509.5,96.60984068593135,15.851170093043475,2.4461874275890394,0.2790904388759359,89.06015827254667
WELL-002,SARB,ADNOC Onshore,1026.5,47.81821476595107,8.094926021215969,2.244304675154756,0.2896795905683891,69.35764880362049
WELL-005,Bu Hasa,ADNOC Offshore,1636.5,46.524653627986034,16.8933260610083,2.3841918950939665,0.20535509654421036,71.17448501030665
WELL-006,Lower Zakum,ADNOC Offshore,1464.5,96.92926405829888,18.567544106058758,2.3330560860640746,0.253495051362464,86.32059278668883
WELL-005,Bu Hasa,ADNOC Offshore,1528.5,116.2654764329751,31.766188268063654,2.379951519460845,0.24836555115957135,87.59387928149737
WELL-005,Bu Hasa,ADNOC Offshore,1016.5,28.410919980032006,5.054672010459489,2.3415232817904945,0.17398593943906537,71.14558683960672
WELL-006,Lower Zakum,ADNOC Offshore,1503.0,91.75027818876953,24.971891795271656,2.3156439560888837,0.186147452130986,74.29759217956926
WELL-003,SARB,ADNOC Onshore,1424.5,69.3222074788439,10.488873935741431,2.3495282743895305,0.26568687971572225,86.1709608291181
WELL-002,SARB,ADNOC Onshore,1405.5,74.83283625496784,16.307158494432446,2.300413193999812,0.3030449339094067,80.81627610765196
WELL-005,Bu Hasa,ADNOC Offshore,1277.5,71.05547906670445,27.5900132753156,2.3883861378730677,0.24190172595972692,85.20024094951386
WELL-002,SARB,ADNOC Onshore,1706.0,92.58344788323315,20.407445619130268,2.5148199790419934,0.19396192648854682,80.00471368408279
WELL-004,Bab,ADNOC Onshore,1678.0,53.76807751569643,16.672797647697152,2.390111122994052,0.24393490998191314,77.03595456424776
WELL-003,SARB,ADNOC Onshore,1708.0,94.2497672475926,24.82179385880144,2.238000005735217,0.21586437859990257,87.73938960419103
WELL-001,Upper Zakum,ADNOC Offshore,1304.0,103.31706018790797,22.397199114245247,2.3689354803916514,0.29466770053173497,81.71732790991467
WELL-004,Bab,ADNOC Onshore,1060.5,111.15800693696204,10.759059665152646,2.353540476960831,0.22048667477527756,81.00884721836255
WELL-002,SARB,ADNOC Onshore,1345.5,25.850126276138653,20.840966323422094,2.339647196819727,0.16497208505957067,71.0558226156918
WELL-002,SARB,ADNOC Onshore,1343.5,80.4251160832578,10.070783918576565,2.156812832096798,0.2488158987682506,84.07515385110675
WELL-001,Upper Zakum,ADNOC Offshore,1639.0,84.20094313798789,32.531539861035704,2.3270731541325946,0.22841642160557446,95.4913061426364
WELL-004,Bab,ADNOC Onshore,1004.0,42.14652935025793,8.569067927708433,2.1009181733707623,0.2782430832214055,77.1606063671292
WELL-001,Upper Zakum,ADNOC Offshore,1214.0,60.020638497566964,17.280314399192633,2.337163383350179,0.2267334205090332,84.67709574500908
WELL-004,Bab,ADNOC Onshore,1247.0,92.88250968434869,11.977420636797271,2.3358879296463324,0.18136282819971533,65.04639002447357
WELL-001,Upper Zakum,ADNOC Offshore,1138.5,95.68227994409614,32.315073761258446,2.512923400802341,0.29741129089353513,82.11505847261544
WELL-004,Bab,ADNOC Onshore,1596.0,74.66828616580761,12.72446384674543,2.3747998019187224,0.2928373326989288,53.9413070830106
WELL-001,Upper Zakum,ADNOC Offshore,1572.0,73.7699308698434,20.37926161010276,2.255543550137757,0.21191213015266794,76.54664740176223
WELL-001,Upper Zakum,ADNOC Offshore,1464.5,65.3892972215079,18.850355898420844,2.3814676223845073,0.22899193864734932,82.71675889673074
WELL-006,Lower Zakum,ADNOC Offshore,1734.0,74.58350995707386,18.66807360092691,2.3652457808066667,0.27511766139103133,91.31981544163828
WELL-004,Bab,ADNOC Onshore,1253.0,83.85492221201024,7.807977146909485,2.4416295839504287,0.16777624505334437,62.478676878541506
WELL-005,Bu Hasa,ADNOC Offshore,1299.0,65.84208664852557,22.21161423322011,2.355434479533666,0.2162116194673726,76.10744860590236
WELL-001,Upper Zakum,ADNOC Offshore,1059.0,81.7810213846282,57.216778538720334,2.2056554199492893,0.3053106425218012,88.52108489899017
WELL-003,SARB,ADNOC Onshore,1670.5,95.08439390531788,8.102496672749673,2.339849103341912,0.27461177907251233,95.1419894800806
WELL-004,Bab,ADNOC Onshore,1490.0,88.86307228846638,22.748774526594893,2.2742521132824995,0.20291069755799346,85.13096316269787
WELL-003,SARB,ADNOC Onshore,1589.5,49.46658306609277,30.531462345955592,2.4064981678341697,0.2913002347072361,91.25210353727915
WELL-004,Bab,ADNOC Onshore,1386.0,49.71017285038195,2.764658996156607,2.3921662664575907,0.23094077602859236,84.78123196146764
WELL-001,Upper Zakum,ADNOC Offshore,1189.0,55.11148740171591,31.458826783036,2.462101366045839,0.2462123094458039,94.50906929097023
WELL-002,SARB,ADNOC Onshore,1637.0,84.99757984140354,16.042869924611505,2.5433254550465123,0.3361912432474196,78.37041241439506
WELL-001,Upper Zakum,ADNOC Offshore,1198.0,44.93237245615899,18.138138323928626,2.2416073477679332,0.28842131105164004,75.0607621632178
WELL-005,Bu Hasa,ADNOC Offshore,1672.0,66.65265655320388,18.577210725732854,2.1471516855416577,0.2849000613285438,90.5640856283223
WELL-005,Bu Hasa,ADNOC Offshore,1703.5,67.27267794775804,16.081048025339058,2.2771402906179485,0.21829800034087815,74.8637406392156
WELL-002,SARB,ADNOC Onshore,1577.5,91.09682973071469,16.33097839947172,2.359463573799468,0.22901887024169332,88.34589154665443
WELL-004,Bab,ADNOC Onshore,1170.0,65.14066422843642,20.88641045210553,2.313891940862774,0.2281483060752761,77.09075829483517
WELL-001,Upper Zakum,ADNOC Offshore,1217.5,53.57265277150886,8.625363321080368,2.36666881709663,0.22147861549975142,88.01196774326212
WELL-003,SARB,ADNOC Onshore,1355.5,91.16233702902632,19.13407890380141,2.2432068627319097,0.2698323589326953,84.1321694246218
WELL-004,Bab,ADNOC Onshore,1028.0,70.16119441910982,25.547824490877936,2.545005855887285,0.21702851706375403,91.84584720608727
WELL-002,SARB,ADNOC Onshore,1669.0,56.61142899654691,51.016553255355525,2.4581610141974477,0.29834072725317184,71.35045757393377
WELL-004,Bab,ADNOC Onshore,1396.5,82.20627881626591,13.638404070768894,2.1778477810934356,0.24509439578809739,81.53230099997072
WELL-005,Bu Hasa,ADNOC Offshore,1378.0,92.3147506949187,13.251220438597816,2.4318580266064918,0.23376309424834726,76.49491096862577
WELL-004,Bab,ADNOC Onshore,1229.0,64.29689041957965,6.394233016970128,2.345936850347527,0.25519370983670525,82.91812597295794
WELL-006,Lower Zakum,ADNOC Offshore,1384.5,86.6367127611558,25.56594340382859,2.27606860635109,0.26301243096202914,80.39042294636887
WELL-006,Lower Zakum,ADNOC Offshore,1092.0,84.12615805600628,27.98984572005924,2.3500147030944696,0.254551311121013,76.6049790065302
WELL-003,SARB,ADNOC Onshore,1448.5,77.75636980699,10.619443972046913,2.2088642995025625,0.24747154149328737,73.38227361587983
WELL-003,SARB,ADNOC Onshore,1643.5,83.56197284584006,33.6809017665177,2.426557018852098,0.1625632055899987,81.57913811035365
